month,date,gauge_code,pcp,quality_flag,name,category,tecnology,operation,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,stream,hidrographic_area,hidrographic_zone,hidrographic_subzone,year,day,nat_region,flag_ind,pcp_ideam,pcp_ideam_flag,na_count_ideam,chirpv2,chirpv3,chirpsv2,chirpsv3_era5,chirpsv3_imerg,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,mean_gauges_v2_005,mean_gauges_v3_005,max_gauges_v2_005,max_gauges_v3_005,pentad_id,factor,pcp_ideam_flag_scale
01,2001-01-01,52055060,,"",TANAMA [52055060],Climática Ordinaria,Convencional,Activa,Nariño,Samaniego,1.3736,-77.5831,1500,6/15/1972,,Pasto,Pacifico,Patía,Río Guáitara,2001,01,Andes,Preliminar,0,0,0,0.628766477108002,0.628766477108002,0,1.76774215698242,8.46385097503662,2.67636370658875,2.8327271938324,3,3,0.887681186199188,0.909420311450958,1,1,1,1.02999997138977,0
01,2001-01-02,52055060,,"",TANAMA [52055060],Climática Ordinaria,Convencional,Activa,Nariño,Samaniego,1.3736,-77.5831,1500,6/15/1972,,Pasto,Pacifico,Patía,Río Guáitara,2001,02,Andes,Preliminar,0,0,0,0.507849872112274,0.507849872112274,0,1.59131848812103,3.51802778244019,2.67636370658875,2.8327271938324,3,3,0.887681186199188,0.909420311450958,1,1,1,1.02999997138977,0
01,2001-01-03,52055060,,"",TANAMA [52055060],Climática Ordinaria,Convencional,Activa,Nariño,Samaniego,1.3736,-77.5831,1500,6/15/1972,,Pasto,Pacifico,Patía,Río Guáitara,2001,03,Andes,Preliminar,0,0,0,2.75689935684204,2.75689935684204,0,2.35817050933838,0.120049126446247,2.67636370658875,2.8327271938324,3,3,0.887681186199188,0.909420311450958,1,1,1,1.02999997138977,0
01,2001-01-04,52055060,12.1,Definitivo,TANAMA [52055060],Climática Ordinaria,Convencional,Activa,Nariño,Samaniego,1.3736,-77.5831,1500,6/15/1972,,Pasto,Pacifico,Patía,Río Guáitara,2001,04,Andes,Definitivo,12.1,12.1,0,12.0916633605957,12.0916633605957,0,3.74322104454041,4.75099563598633,2.67636370658875,2.8327271938324,3,3,0.887681186199188,0.909420311450958,1,1,1,1.02999997138977,12.4629996538162
01,2001-01-05,52055060,0.5,Definitivo,TANAMA [52055060],Climática Ordinaria,Convencional,Activa,Nariño,Samaniego,1.3736,-77.5831,1500,6/15/1972,,Pasto,Pacifico,Patía,Río Guáitara,2001,05,Andes,Definitivo,0.5,0.5,0,2.9019992351532,2.9019992351532,36.9196319580078,11.6887035369873,4.29623413085938,2.67636370658875,2.8327271938324,3,3,0.887681186199188,0.909420311450958,1,1,1,1.02999997138977,0.514999985694885
01,2001-01-06,52055060,,"",TANAMA [52055060],Climática Ordinaria,Convencional,Activa,Nariño,Samaniego,1.3736,-77.5831,1500,6/15/1972,,Pasto,Pacifico,Patía,Río Guáitara,2001,06,Andes,Preliminar,0,0,0,0.30875438451767,0.30875438451767,0,2.74785494804382,0.415235012769699,2.67636370658875,2.8327271938324,3,3,0.887681186199188,0.909420311450958,1,1,2,1.02999997138977,0
01,2001-01-07,52055060,,"",TANAMA [52055060],Climática Ordinaria,Convencional,Activa,Nariño,Samaniego,1.3736,-77.5831,1500,6/15/1972,,Pasto,Pacifico,Patía,Río Guáitara,2001,07,Andes,Preliminar,0,0,0,2.42886781692505,2.42886781692505,0,0.633785605430603,0.0974822714924812,2.67636370658875,2.8327271938324,3,3,0.887681186199188,0.909420311450958,1,1,2,1.02999997138977,0
01,2001-01-08,52055060,,"",TANAMA [52055060],Climática Ordinaria,Convencional,Activa,Nariño,Samaniego,1.3736,-77.5831,1500,6/15/1972,,Pasto,Pacifico,Patía,Río Guáitara,2001,08,Andes,Preliminar,0,0,0,3.6844687461853,3.6844687461853,0,1.76844358444214,3.0182158946991,2.67636370658875,2.8327271938324,3,3,0.887681186199188,0.909420311450958,1,1,2,1.02999997138977,0
01,2001-01-09,52055060,9.4,Definitivo,TANAMA [52055060],Climática Ordinaria,Convencional,Activa,Nariño,Samaniego,1.3736,-77.5831,1500,6/15/1972,,Pasto,Pacifico,Patía,Río Guáitara,2001,09,Andes,Definitivo,9.4,9.4,0,3.66388559341431,3.66388559341431,0,4.33207607269287,8.90275859832764,2.67636370658875,2.8327271938324,3,3,0.887681186199188,0.909420311450958,1,1,2,1.02999997138977,9.68199973106384
01,2001-01-10,52055060,1.1,Definitivo,TANAMA [52055060],Climática Ordinaria,Convencional,Activa,Nariño,Samaniego,1.3736,-77.5831,1500,6/15/1972,,Pasto,Pacifico,Patía,Río Guáitara,2001,10,Andes,Definitivo,1.1,1.1,0,8.56278800964356,8.56278800964356,0,7.73564672470093,4.78411436080933,2.67636370658875,2.8327271938324,3,3,0.887681186199188,0.909420311450958,1,1,2,1.02999997138977,1.13299996852875
