month,date,gauge_code,pcp,quality_flag,name,category,tecnology,operation,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,stream,hidrographic_area,hidrographic_zone,hidrographic_subzone,year,day,nat_region,flag_ind,pcp_ideam,pcp_ideam_flag,na_count_ideam,chirpv2,chirpv3,chirpsv2,chirpsv3_era5,chirpsv3_imerg,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,mean_gauges_v2_005,mean_gauges_v3_005,max_gauges_v2_005,max_gauges_v3_005,pentad_id,factor,pcp_ideam_flag_scale
01,2001-01-01,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,01,Andes,Preliminar,0,0,0,0.118491217494011,0.118491217494011,0,0.200367256999016,2.21796727180481,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,1,1.08000004291534,0
01,2001-01-02,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,02,Andes,Preliminar,0,0,0,0,0,0,0.0850327536463738,0.774781405925751,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,1,1.08000004291534,0
01,2001-01-03,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,03,Andes,Preliminar,0,0,0,1.00178933143616,1.00178933143616,0,0.303591728210449,0.193252116441727,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,1,1.08000004291534,0
01,2001-01-04,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,04,Andes,Preliminar,0,0,0,1.05564892292023,1.05564892292023,0,0.246769085526466,0.150701209902763,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,1,1.08000004291534,0
01,2001-01-05,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,05,Andes,Preliminar,0,0,0,1.50806987285614,1.50806987285614,0,2.50094127655029,0,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,1,1.08000004291534,0
01,2001-01-06,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,06,Andes,Preliminar,0,0,0,1.24378955364227,1.24378955364227,0,0.134428784251213,0,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,2,1.08000004291534,0
01,2001-01-07,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,07,Andes,Preliminar,0,0,0,0.00763061083853245,0.00763061083853245,0,0.187270358204842,0,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,2,1.08000004291534,0
01,2001-01-08,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,08,Andes,Preliminar,0,0,0,0.0152612216770649,0.0152612216770649,0,0.129950448870659,0.0814404562115669,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,2,1.08000004291534,0
01,2001-01-09,27020220,2,Definitivo,LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,09,Andes,Definitivo,2,2,0,1.1598527431488,1.1598527431488,0,0.139168605208397,0.260157018899918,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,2,1.08000004291534,2.16000008583069
01,2001-01-10,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,10,Andes,Preliminar,0,0,0,0.358638644218445,0.358638644218445,0,0.21340636909008,0.462627083063126,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,2,1.08000004291534,0
01,2001-01-11,27020220,2,Definitivo,LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,11,Andes,Definitivo,2,2,0,0.309579789638519,0.309579789638519,0,1.16460752487183,0.0161686297506094,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,3,1.08000004291534,2.16000008583069
01,2001-01-12,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,12,Andes,Preliminar,0,0,0,1.37812948226929,1.37812948226929,0,0.308418184518814,0.206150010228157,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,3,1.08000004291534,0
01,2001-01-13,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,13,Andes,Preliminar,0,0,0,0.139810234308243,0.139810234308243,0,0.341637551784515,0.997065365314484,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,3,1.08000004291534,0
01,2001-01-14,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,14,Andes,Preliminar,0,0,0,0.968685209751129,0.968685209751129,0,0.264145135879517,0.644050359725952,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,3,1.08000004291534,0
01,2001-01-15,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,15,Andes,Preliminar,0,0,0,0.249661147594452,0.249661147594452,0,0.176715075969696,0.392089247703552,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,3,1.08000004291534,0
01,2001-01-16,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,16,Andes,Preliminar,0,0,0,0.0339548736810684,0.0339548736810684,0,2.41841125488281,3.76682114601135,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,4,1.08000004291534,0
01,2001-01-17,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,17,Andes,Preliminar,0,0,0,1.13748824596405,1.13748824596405,6.61742496490479,5.71807098388672,2.28028035163879,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,4,1.08000004291534,0
01,2001-01-18,27020220,30,Definitivo,LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,18,Andes,Definitivo,30,30,0,1.99201965332031,1.99201965332031,0,8.62908458709717,2.60144662857056,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,4,1.08000004291534,32.4000012874603
01,2001-01-19,27020220,20,Definitivo,LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,19,Andes,Definitivo,20,20,0,2.83523225784302,2.83523225784302,0,1.95549619197845,8.60266780853272,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,4,1.08000004291534,21.6000008583069
01,2001-01-20,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,20,Andes,Preliminar,0,0,0,4.1764497756958,4.1764497756958,19.8522758483887,14.0378942489624,15.5077409744263,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,4,1.08000004291534,0
01,2001-01-21,27020220,6,Definitivo,LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,21,Andes,Definitivo,6,6,0,1.14204466342926,1.14204466342926,0,1.64432883262634,3.22113752365112,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,5,1.08000004291534,6.48000025749207
01,2001-01-22,27020220,2,Definitivo,LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,22,Andes,Definitivo,2,2,0,0.708595395088196,0.708595395088196,14.2873277664185,6.73290061950684,8.80491542816162,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,5,1.08000004291534,2.16000008583069
01,2001-01-23,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,23,Andes,Preliminar,0,0,0,3.09445118904114,3.09445118904114,0,5.28729104995728,0.43989098072052,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,5,1.08000004291534,0
01,2001-01-24,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,24,Andes,Preliminar,0,0,0,0.523908317089081,0.523908317089081,0,0.816291570663452,2.1852650642395,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,5,1.08000004291534,0
01,2001-01-25,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,25,Andes,Preliminar,0,0,0,0.776439607143402,0.776439607143402,0,0.411626368761063,0.241230562329292,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,5,1.08000004291534,0
01,2001-01-26,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,26,Andes,Preliminar,0,0,0,3.48408246040344,3.48408246040344,0,0.223994746804237,0,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,6,1.08000004291534,0
01,2001-01-27,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,27,Andes,Preliminar,0,0,0,0.169955238699913,0.169955238699913,0,0.224549546837807,0.155503168702126,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,6,1.08000004291534,0
01,2001-01-28,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,28,Andes,Preliminar,0,0,0,0,0,0,0.415723592042923,0,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,6,1.08000004291534,0
01,2001-01-29,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,29,Andes,Preliminar,0,0,0,0,0,0,0.418695390224457,0,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,6,1.08000004291534,0
01,2001-01-30,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,30,Andes,Preliminar,0,0,0,0,0,0,0.403587102890015,0.898074507713318,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,6,1.08000004291534,0
01,2001-01-31,27020220,,"",LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,6.8136,-75.4839,2750,11/15/1970,,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,2001,31,Andes,Preliminar,0,0,0,0,0,0,0.83993923664093,1.47291195392609,2.57090902328491,4.29818201065064,3,5,0.847826063632965,0.847826063632965,1,1,6,1.08000004291534,0
