month,date,gauge_code,pcp,quality_flag,name,category,tecnology,operation,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,stream,hidrographic_area,hidrographic_zone,hidrographic_subzone,year,day,nat_region,flag_ind,pcp_ideam,pcp_ideam_flag,na_count_ideam,chirpv2,chirpv3,chirpsv2,chirpsv3_era5,chirpsv3_imerg,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,mean_gauges_v2_005,mean_gauges_v3_005,max_gauges_v2_005,max_gauges_v3_005,pentad_id,factor,pcp_ideam_flag_scale
01,2001-01-01,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,01,Amazonas,Definitivo,0,0,0,12.791410446167,12.791410446167,17.5708751678467,12.0069494247437,14.8781652450562,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,1,1.02999997138977,0
01,2001-01-02,6350,14.6015625,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,02,Amazonas,Definitivo,14.6015625,14.6015625,0,8.36968994140625,8.36968994140625,17.5708751678467,8.28039646148682,9.44516181945801,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,1,1.02999997138977,15.0396089572459
01,2001-01-03,6350,12.3984375,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,03,Amazonas,Definitivo,12.3984375,12.3984375,0,0.526395559310913,0.526395559310913,0,12.7966814041138,8.67650413513184,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,1,1.02999997138977,12.7703902702779
01,2001-01-04,6350,4.3007812,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,04,Amazonas,Definitivo,4.3007812,4.3007812,0,2.05294275283813,2.05294275283813,8.78543758392334,5.03536796569824,11.7278366088867,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,1,1.02999997138977,4.42980451295366
01,2001-01-05,6350,14.796875,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,05,Amazonas,Definitivo,14.796875,14.796875,0,3.55316996574402,3.55316996574402,8.78543758392334,7.69720649719238,1.08893036842346,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,1,1.02999997138977,15.240780826658
01,2001-01-06,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,06,Amazonas,Definitivo,0,0,0,15.3405380249023,15.3405380249023,0,3.34233140945435,2.20027327537537,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,2,1.02999997138977,0
01,2001-01-07,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,07,Amazonas,Definitivo,0,0,0,4.69650173187256,4.69650173187256,8.70819664001465,3.34862804412842,5.80585908889771,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,2,1.02999997138977,0
01,2001-01-08,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,08,Amazonas,Definitivo,0,0,0,2.35850524902344,2.35850524902344,8.70819664001465,7.58008909225464,13.0660085678101,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,2,1.02999997138977,0
01,2001-01-09,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,09,Amazonas,Definitivo,0,0,0,10.2133531570435,10.2133531570435,9.95222473144531,6.76277828216553,2.36981511116028,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,2,1.02999997138977,0
01,2001-01-10,6350,0.89990234,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,10,Amazonas,Definitivo,0.89990234,0.89990234,0,14.3561201095581,14.3561201095581,0,2.86024022102356,0.452111035585403,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,2,1.02999997138977,0.926899384453588
01,2001-01-11,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,11,Amazonas,Definitivo,0,0,0,33.1849899291992,33.1849899291992,9.87683773040771,3.31376457214355,0.411735087633133,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,3,1.02999997138977,0
01,2001-01-12,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,12,Amazonas,Definitivo,0,0,0,6.71621561050415,6.71621561050415,0,9.58072662353516,14.4048089981079,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,3,1.02999997138977,0
01,2001-01-13,6350,17.40625,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,13,Amazonas,Definitivo,17.40625,17.40625,0,5.13187789916992,5.13187789916992,0,4.18564605712891,4.22695016860962,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,3,1.02999997138977,17.9284370020032
01,2001-01-14,6350,0.7001953,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,14,Amazonas,Definitivo,0.7001953,0.7001953,0,2.47983336448669,2.47983336448669,0,1.16100668907166,0.482826143503189,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,3,1.02999997138977,0.721201138967252
01,2001-01-15,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,15,Amazonas,Definitivo,0,0,0,15.3784112930298,15.3784112930298,19.7536754608154,4.95228481292725,3.6671085357666,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,3,1.02999997138977,0
01,2001-01-16,6350,6.3007812,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,16,Amazonas,Definitivo,6.3007812,6.3007812,0,11.0153827667236,11.0153827667236,0,9.65971183776855,2.92874097824097,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,4,1.02999997138977,6.4898044557332
01,2001-01-17,6350,11.3984375,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,17,Amazonas,Definitivo,11.3984375,11.3984375,0,8.54831409454346,8.54831409454346,26.7387447357178,7.80323362350464,27.4851150512695,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,4,1.02999997138977,11.7403902988881
01,2001-01-18,6350,8.1015625,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,18,Amazonas,Definitivo,8.1015625,8.1015625,0,12.8067579269409,12.8067579269409,13.3693723678589,14.8198986053467,5.38773250579834,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,4,1.02999997138977,8.34460914321244
01,2001-01-19,6350,14.6015625,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,19,Amazonas,Definitivo,14.6015625,14.6015625,0,8.06118488311768,8.06118488311768,13.3693723678589,8.8974609375,13.8767681121826,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,4,1.02999997138977,15.0396089572459
01,2001-01-20,6350,11.6015625,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,20,Amazonas,Definitivo,11.6015625,11.6015625,0,12.5710506439209,12.5710506439209,13.3693723678589,9.15474224090576,0.656689882278442,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,4,1.02999997138977,11.9496090430766
01,2001-01-21,6350,13.5,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,21,Amazonas,Definitivo,13.5,13.5,0,61.0192642211914,61.0192642211914,0,9.46390247344971,12.4644031524658,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,5,1.02999997138977,13.9049996137619
01,2001-01-22,6350,11.296875,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,22,Amazonas,Definitivo,11.296875,11.296875,0,1.93160498142242,1.93160498142242,13.714394569397,4.62538909912109,9.59427356719971,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,5,1.02999997138977,11.6357809267938
01,2001-01-23,6350,16.40625,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,23,Amazonas,Definitivo,16.40625,16.40625,0,7.04549360275269,7.04549360275269,27.4287891387939,7.7293438911438,10.3009347915649,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,5,1.02999997138977,16.8984370306134
01,2001-01-24,6350,1.7001953,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,24,Amazonas,Definitivo,1.7001953,1.7001953,0,10.7280502319336,10.7280502319336,13.714394569397,5.5132908821106,4.13668155670166,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,5,1.02999997138977,1.75120111035702
01,2001-01-25,6350,0.89990234,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,25,Amazonas,Definitivo,0.89990234,0.89990234,0,6.28119039535523,6.28119039535523,0,12.7465915679932,3.58222460746765,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,5,1.02999997138977,0.926899384453588
01,2001-01-26,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,26,Amazonas,Definitivo,0,0,0,8.20416831970215,8.20416831970215,0,5.2794942855835,2.9470534324646,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,6,1.02999997138977,0
01,2001-01-27,6350,11.1015625,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,27,Amazonas,Definitivo,11.1015625,11.1015625,0,24.5987854003906,24.5987854003906,28.8624267578125,3.62293696403503,9.71790885925293,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,6,1.02999997138977,11.4346090573817
01,2001-01-28,6350,0.7001953,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,28,Amazonas,Definitivo,0.7001953,0.7001953,0,48.1686210632324,48.1686210632324,14.4312133789063,3.97534513473511,10.0752401351929,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,6,1.02999997138977,0.721201138967252
01,2001-01-29,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,29,Amazonas,Definitivo,0,0,0,4.07464599609375,4.07464599609375,0,3.63710999488831,2.24344396591187,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,6,1.02999997138977,0
01,2001-01-30,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,30,Amazonas,Definitivo,0,0,0,8.94501399993897,8.94501399993897,0,5.31823396682739,0.862012982368469,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,6,1.02999997138977,0
01,2001-01-31,6350,0,,,,,,,Brazil,-3.5731,-69.3708,68,1994-01-01,2023-12-31,,,,,2001,31,Amazonas,Definitivo,0,0,0,3.26520466804504,3.26520466804504,0,4.34408187866211,0.331543534994125,0.5127272605896,0.5127272605896,1,1,0.510869562625885,0.510869562625885,1,1,6,1.02999997138977,0
