gauge_code,category,tecnology,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,nat_region,hidrographic_area,hidrographic_zone,hidrographic_subzone,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,mean_gauges_v2_005,mean_gauges_v3_005,max_gauges_v2_005,max_gauges_v3_005,year,pcp_ideam,pcp_ideam_flag,pcp_ideam_flag_scale,na_count_ideam,chirpv2,chirpv3,chirpsv2,chirpsv3
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2001,1485.5,1485.5,1559.00292990208,1,1657.01942443848,1308.14413942397,1359.93143177032,1244.06324186921
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2002,1431.7,1431.7,1501.74293320179,1,1932.46350860596,1596.85793304443,1506.11256408691,1448.86479568481
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2003,1659.9,1659.9,1742.67992105484,0,2199.24930000305,1870.97029304504,1587.78871059418,1531.76130771637
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2004,1740.6,1740.6,1826.05891849995,2,1842.65504837036,1456.33804774284,1635.49395275116,1583.54888391495
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2005,1795.1,1795.1,1882.60091655254,0,1987.2259979248,1621.16665649414,1832.85362434387,1765.72234916687
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2006,1988.5,1988.5,2084.1359087944,1,2032.50825119019,1868.63034439087,1855.69713878632,1909.84573936462
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2007,1824.6,1824.6,1912.54291613102,0,1658.17464065552,1218.68126583099,1757.95962524414,1688.81213951111
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2008,1800.6,1800.6,1887.80291683674,0,1867.60807418823,1602.34827613831,2036.40144348145,2054.37796020508
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2009,1369.8,1369.8,1436.98593592644,2,1924.9235534668,1714.05374526978,1568.15512466431,1577.31079483032
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2010,1948.4,1948.4,2043.81190900803,0,2330.28228759766,2155.54754066467,2016.4711933136,1978.99458312988
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2011,2113.7,2113.7,2216.50190196037,0,2454.63556671143,2256.39440059662,2395.55732536316,2349.11406707764
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2012,1237,1237,1296.82894294262,62,1900.70306587219,1645.06345319748,1495.32735443115,1461.78038024902
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2013,1430,1430,1498.63693454266,0,2088.2561416626,1623.984790802,1642.04331016541,1532.59700012207
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2014,1631.9,1631.9,1710.75592479706,0,2102.09750938416,1739.80463218689,1739.80358695984,1696.10877799988
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2015,769.5,769.5,807.601963663101,0,1944.36189842224,1503.4793844223,1851.14645767212,1203.97969436646
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2016,1533.5,1533.5,1607.80792913437,0,2087.23490142822,1614.72241592407,1826.81632995605,1696.0237827301
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2017,1735.9,1735.9,1820.02091977596,0,2259.688123703,1882.44326639175,2075.00213241577,2032.81461429596
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2018,1730.6,1730.6,1814.74591975212,0,2107.38955497742,1542.04136371613,1792.32662773132,1623.39957141876
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2019,2204.3,2204.3,2309.05490009785,1,2125.77131843567,1633.02511133254,1899.64531421661,1834.19976635277
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2020,1306.8,1306.8,1370.90393886566,0,1878.93318939209,1456.54508590698,1618.17658233643,1539.11525344849
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2021,2461.3,2461.3,2581.87888500691,0,2068.94227218628,1674.89219474793,2372.01969146729,2204.40022277832
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2022,2574,2519.2,2642.79188213348,3,2242.31152534485,1835.0454826355,2921.90155029297,2844.14407348633
52020050,Pluviométrica,Convencional,Cauca,Bolívar (Cauca),1.8802,-76.9916,1400,2/15/1967,,Andes,Pacifico,Patía,Río Guachicono,2.36363625526428,2.57818174362183,3,3,0.742753624916077,0.746376812458038,1,1,2023,1479.3,1479.3,1551.43293120861,0,2558.02841949463,2306.2121257782,1940.87844085693,1960.6804523468
