gauge_code,category,tecnology,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,nat_region,hidrographic_area,hidrographic_zone,hidrographic_subzone,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,mean_gauges_v2_005,mean_gauges_v3_005,max_gauges_v2_005,max_gauges_v3_005,year,pcp_ideam,pcp_ideam_flag,pcp_ideam_flag_scale,na_count_ideam,chirpv2,chirpv3,chirpsv2,chirpsv3
24015090,Climática Ordinaria,Convencional,Boyacá,Santa Sofía,5.7107,-73.6023,2300,4/15/1986,,Andes,Magdalena Cauca,Sogamoso,Río Suárez,3.96000003814697,7.22909069061279,8,10,0.873188376426697,1.65942025184631,2,2,2001,1109.1,1109.1,1173.12596131563,3,1329.39624977112,1360.83699035645,1191.19843673706,1234.63447570801
24015090,Climática Ordinaria,Convencional,Boyacá,Santa Sofía,5.7107,-73.6023,2300,4/15/1986,,Andes,Magdalena Cauca,Sogamoso,Río Suárez,3.96000003814697,7.22909069061279,8,10,0.873188376426697,1.65942025184631,2,2,2002,1067,1067,1127.29995845556,8,1385.92386054993,1449.21372413635,1094.09772872925,1173.93871498108
24015090,Climática Ordinaria,Convencional,Boyacá,Santa Sofía,5.7107,-73.6023,2300,4/15/1986,,Andes,Magdalena Cauca,Sogamoso,Río Suárez,3.96000003814697,7.22909069061279,8,10,0.873188376426697,1.65942025184631,2,2,2003,1104.9,1104.9,1168.41496012211,3,1470.95274925232,1510.29105758667,1225.49018192291,1257.42981386185
24015090,Climática Ordinaria,Convencional,Boyacá,Santa Sofía,5.7107,-73.6023,2300,4/15/1986,,Andes,Magdalena Cauca,Sogamoso,Río Suárez,3.96000003814697,7.22909069061279,8,10,0.873188376426697,1.65942025184631,2,2,2004,324.8,324.8,343.689988124371,130,1355.34130859375,1309.22504234314,1290.45634651184,1308.71842384338
24015090,Climática Ordinaria,Convencional,Boyacá,Santa Sofía,5.7107,-73.6023,2300,4/15/1986,,Andes,Magdalena Cauca,Sogamoso,Río Suárez,3.96000003814697,7.22909069061279,8,10,0.873188376426697,1.65942025184631,2,2,2005,1104.7,1104.7,1168.39496557713,0,1315.8892288208,1168.95640945435,1227.52087402344,1194.95568084717
24015090,Climática Ordinaria,Convencional,Boyacá,Santa Sofía,5.7107,-73.6023,2300,4/15/1986,,Andes,Magdalena Cauca,Sogamoso,Río Suárez,3.96000003814697,7.22909069061279,8,10,0.873188376426697,1.65942025184631,2,2,2006,1268.5,1268.5,1338.14894841909,31,1320.59354782105,1291.80517196655,1485.63511657715,1538.63144683838
24015090,Climática Ordinaria,Convencional,Boyacá,Santa Sofía,5.7107,-73.6023,2300,4/15/1986,,Andes,Magdalena Cauca,Sogamoso,Río Suárez,3.96000003814697,7.22909069061279,8,10,0.873188376426697,1.65942025184631,2,2,2007,1426.2,1426.2,1505.68294432163,1,1172.9343585968,1071.50794410706,1345.55943489075,1362.79255104065
24015090,Climática Ordinaria,Convencional,Boyacá,Santa Sofía,5.7107,-73.6023,2300,4/15/1986,,Andes,Magdalena Cauca,Sogamoso,Río Suárez,3.96000003814697,7.22909069061279,8,10,0.873188376426697,1.65942025184631,2,2,2008,1237.5,1237.5,1307.89595552683,0,1265.30925178528,1146.68054962158,1417.26126480103,1429.86125946045
24015090,Climática Ordinaria,Convencional,Boyacá,Santa Sofía,5.7107,-73.6023,2300,4/15/1986,,Andes,Magdalena Cauca,Sogamoso,Río Suárez,3.96000003814697,7.22909069061279,8,10,0.873188376426697,1.65942025184631,2,2,2009,1128.7,1128.7,1195.97696946859,4,1339.41421699524,1352.83976745605,1201.98282623291,1274.13351821899
24015090,Climática Ordinaria,Convencional,Boyacá,Santa Sofía,5.7107,-73.6023,2300,4/15/1986,,Andes,Magdalena Cauca,Sogamoso,Río Suárez,3.96000003814697,7.22909069061279,8,10,0.873188376426697,1.65942025184631,2,2,2010,1559.6,1559.6,1648.07094223499,1,1322.92555618286,1365.52355575562,1574.3555316925,1614.53387832642
24015090,Climática Ordinaria,Convencional,Boyacá,Santa Sofía,5.7107,-73.6023,2300,4/15/1986,,Andes,Magdalena Cauca,Sogamoso,Río Suárez,3.96000003814697,7.22909069061279,8,10,0.873188376426697,1.65942025184631,2,2,2011,1831.5,1831.5,1938.10594475269,1,1432.28818511963,1556.57883453369,1798.42306518555,1897.08281326294
