gauge_code,category,tecnology,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,nat_region,hidrographic_area,hidrographic_zone,hidrographic_subzone,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,mean_gauges_v2_005,mean_gauges_v3_005,max_gauges_v2_005,max_gauges_v3_005,factor,year,month,pcp_ideam,pcp_ideam_flag,pcp_ideam_flag_scale,na_count_ideam,chirpv2,date,chirpv3,chirpsv2,chirpsv3
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.08000004291534,2001,01,0,0,0,0,7.74837255477905,2001-01-01,1.60637843608856,4.40769672393799,1.29033315181732
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2001,02,1,1,1.0900000333786,0,5.30529260635376,2001-02-01,5.507568359375,3.89204263687134,3.17451286315918
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2001,03,99.4,99.4,108.346003317833,0,38.2597808837891,2001-03-01,37.0649032592773,55.774543762207,61.3214912414551
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.04999995231628,2001,04,94.5,94.5,99.2249954938889,0,126.066879272461,2001-04-01,115.912368774414,146.908813476563,159.77978515625
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2001,05,290.9,290.9,302.535988903046,0,286.250732421875,2001-05-01,430.334655761719,302.473297119141,354.033447265625
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2001,06,295.9,295.9,307.735988712311,2,235.692428588867,2001-06-01,320.626403808594,287.79248046875,381.006683349609
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2001,07,272.2,272.2,283.087989616394,0,226.245391845703,2001-07-01,278.581420898438,262.385009765625,286.878234863281
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2001,08,264.5,264.5,275.079989910126,0,227.989562988281,2001-08-01,244.906066894531,275.051971435547,313.259582519531
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2001,09,212.2,212.2,220.687991905212,0,175.867004394531,2001-09-01,226.230194091797,224.415863037109,225.930084228516
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2001,10,95.7,95.7,99.5279963493347,0,156.788131713867,2001-10-01,115.992698669434,133.511978149414,97.8218841552734
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.04999995231628,2001,11,52.4,52.4,55.0199975013733,0,192.551422119141,2001-11-01,124.205070495605,110.305809020996,77.994140625
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.07000005245209,2001,12,132.1,132.1,141.347006928921,0,83.7701416015625,2001-12-01,129.686798095703,132.964279174805,153.711715698242
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.08000004291534,2002,01,1.1,1.1,1.18800004720688,0,7.74837255477905,2002-01-01,1.60637843608856,6.94863510131836,1.90209126472473
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2002,02,0,0,0,0,5.30529260635376,2002-02-01,5.507568359375,3.60506105422974,2.8704845905304
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2002,03,106,106,115.540003538132,0,92.4932327270508,2002-03-01,97.9544067382812,122.645141601563,113.597633361816
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.04999995231628,2002,04,200.4,200.4,210.419990444183,0,260.014617919922,2002-04-01,248.926116943359,281.597229003906,266.272491455078
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2002,05,248.3,248.3,258.231990528107,0,238.026123046875,2002-05-01,378.005432128906,240.775680541992,291.966217041016
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2002,06,172,172,178.879993438721,0,175.254287719727,2002-06-01,191.695495605469,171.02180480957,169.540283203125
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2002,07,206.1,206.1,214.343992137909,0,207.216293334961,2002-07-01,257.439575195313,199.534515380859,202.568481445313
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2002,08,282.7,282.7,294.007989215851,0,257.87939453125,2002-08-01,285.400177001953,258.727996826172,263.948852539063
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2002,09,479.9,479.9,499.095981693268,0,218.786437988281,2002-09-01,298.756286621094,279.052337646484,309.816223144531
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2002,10,215,215,223.599991798401,0,169.373413085938,2002-10-01,112.6142578125,168.594543457031,142.744812011719
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.04999995231628,2002,11,106.2,106.2,111.509994935989,0,151.604751586914,2002-11-01,88.3113555908203,142.241485595703,95.73583984375
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.07000005245209,2002,12,80.5,80.5,86.135004222393,0,46.4808616638184,2002-12-01,79.0745697021484,58.2284851074219,73.1839599609375
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.08000004291534,2003,01,0,0,0,0,7.74837255477905,2003-01-01,1.60637843608856,4.39732933044434,1.26729786396027
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2003,02,0,0,0,0,6.63958597183228,2003-02-01,9.22407627105713,3.81597757339478,4.18602418899536
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2003,03,90.9,90.9,99.0810030341148,0,114.387557983398,2003-03-01,129.788711547852,85.8270874023438,89.2476501464844
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.04999995231628,2003,04,234.9,234.9,246.644988799095,0,254.084136962891,2003-04-01,254.700836181641,244.499160766602,241.260757446289
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2003,05,273.9,273.9,284.855989551544,0,252.685546875,2003-05-01,389.463226318359,291.73046875,304.541564941406
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2003,06,226.4,226.4,235.455991363525,0,331.732849121094,2003-06-01,524.330444335938,297.780944824219,328.129608154297
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2003,07,190.9,190.9,198.535992717743,0,186.830551147461,2003-07-01,217.531372070313,212.359817504883,205.996078491211
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2003,08,204,204,212.159992218018,0,240.896270751953,2003-08-01,254.390487670898,206.059692382813,199.968078613281
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2003,09,225,225,233.999991416931,0,152.44303894043,2003-09-01,167.120513916016,185.272277832031,183.312362670898
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2003,10,239.9,239.9,249.495990848541,0,318.704223632813,2003-10-01,275.8349609375,257.703735351563,215.702362060547
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.04999995231628,2003,11,143.9,143.9,151.094993138313,0,243.996154785156,2003-11-01,170.979339599609,147.596054077148,116.697731018066
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.07000005245209,2003,12,68.1,68.1,72.8670035719872,0,73.6929702758789,2003-12-01,80.5732498168945,65.2727203369141,67.0310363769531
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.08000004291534,2004,01,0,0,0,0,7.74837255477905,2004-01-01,1.60637843608856,3.89330554008484,1.11477267742157
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2004,02,53,53,57.7700017690659,0,15.8600664138794,2004-02-01,32.7294578552246,26.926139831543,39.8699684143066
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2004,03,90.5,90.5,98.6450030207634,0,69.5064392089844,2004-03-01,68.747314453125,59.8747940063477,62.1427536010742
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.04999995231628,2004,04,128.2,128.2,134.609993886948,9,322.352935791016,2004-04-01,329.659332275391,271.174377441406,249.167053222656
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2004,05,387,387,402.479985237122,0,312.975250244141,2004-05-01,498.067932128906,329.534942626953,386.080200195313
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2004,06,240.5,240.5,250.119990825653,0,225.994766235352,2004-06-01,305.159820556641,252.439178466797,262.885955810547
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2004,07,272,272,282.879989624023,0,263.225524902344,2004-07-01,346.390930175781,272.573974609375,277.635803222656
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2004,08,195,195,202.79999256134,0,185.049011230469,2004-08-01,171.60823059082,227.139205932617,199.752914428711
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2004,09,259,259,269.359990119934,1,203.524322509766,2004-09-01,261.613739013672,217.212066650391,229.637405395508
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2004,10,288.9,288.9,300.45598897934,0,211.747955322266,2004-10-01,174.910049438477,188.34928894043,156.691070556641
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.04999995231628,2004,11,175,175,183.74999165535,0,211.352386474609,2004-11-01,135.337600708008,168.072570800781,120.925003051758
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.07000005245209,2004,12,10,10,10.7000005245209,0,34.4209098815918,2004-12-01,45.0136184692383,25.3645801544189,29.2400588989258
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.08000004291534,2005,01,7,7,7.56000030040741,0,18.0516662597656,2005-01-01,9.31248569488525,19.3854274749756,12.6840000152588
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2005,02,44,44,47.9600014686585,0,41.3451118469238,2005-02-01,75.6652679443359,63.2106437683106,59.2610359191895
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2005,03,11.6,11.6,12.6440003871918,0,19.5931282043457,2005-03-01,13.9828405380249,23.8198966979981,17.0288906097412
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.04999995231628,2005,04,474.7,474.7,498.43497736454,0,448.873107910156,2005-04-01,457.850708007813,506.158843994141,514.917053222656
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2005,05,374.2,374.2,389.167985725403,0,291.418090820313,2005-05-01,431.643768310547,355.629455566406,388.071655273438
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2005,06,0,0,0,30,242.861297607422,2005-06-01,345.439453125,299.402374267578,310.415802001953
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2005,07,142.7,142.7,148.407994556427,0,195.581771850586,2005-07-01,237.722747802734,172.338150024414,180.411437988281
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2005,08,282.6,282.6,293.903989219666,0,250.960845947266,2005-08-01,256.952087402344,270.883666992188,258.961029052734
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2005,09,221.4,221.4,230.25599155426,0,162.543548583984,2005-09-01,192.187957763672,218.457046508789,219.218780517578
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2005,10,210.7,210.7,219.127991962433,0,214.80859375,2005-10-01,167.691741943359,202.105422973633,163.947021484375
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.04999995231628,2005,11,101.2,101.2,106.259995174408,0,254.933029174805,2005-11-01,176.439224243164,178.075164794922,135.785522460938
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.07000005245209,2005,12,11.3,11.3,12.0910005927086,0,11.9624271392822,2005-12-01,16.5960140228272,10.5696296691895,14.9863557815552
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.08000004291534,2006,01,19,19,20.5200008153915,0,24.6403427124023,2006-01-01,18.8915557861328,31.8363742828369,30.4621601104736
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2006,02,0,0,0,0,8.75314235687256,2006-02-01,9.91800689697266,4.94785451889038,4.54037284851074
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.0900000333786,2006,03,105,105,114.450003504753,0,95.3741760253906,2006-03-01,89.3481750488281,101.236930847168,93.2545700073242
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.04999995231628,2006,04,98,98,102.899995326996,0,236.771911621094,2006-04-01,240.35595703125,148.424621582031,155.042755126953
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2006,05,342.5,342.5,356.199986934662,0,308.212188720703,2006-05-01,460.478057861328,428.252593994141,470.335418701172
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2006,06,279.9,279.9,291.095989322662,0,253.007446289063,2006-06-01,363.492767333984,269.521881103516,293.039581298828
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2006,07,359.4,359.4,373.775986289978,0,245.280792236328,2006-07-01,323.381408691406,290.437072753906,322.801605224609
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2006,08,279,279,290.159989356995,0,266.213500976563,2006-08-01,284.393676757813,306.420196533203,301.339874267578
35230040,Pluviográfica,Convencional,Casanare,Pore,5.6344,-72.0026,320,11/15/1995,,Orinoquia,Orinoco,Meta,Río Pauto,1.61090910434723,2.1672728061676,3,3,0.797101438045502,0.923913061618805,1,1,1.03999996185303,2006,09,148.2,148.2,154.127994346619,0,180.426193237305,2006-09-01,225.640289306641,182.845932006836,189.869186401367
