date,gauge_code,pcp,quality_flag,name,category,tecnology,operation,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,stream,hidrographic_area,hidrographic_zone,hidrographic_subzone,year,month,day,nat_region,flag_ind,pcp_ideam,p_na,p_sd,p_sd_q,p_def,p_rev,p_prel,lat,long,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,mean_gauges_v2_005,mean_gauges_v3_005,max_gauges_v2_005,max_gauges_v3_005,kge_chirp_v2,r_chirp_v2,B_chirp_v2,G_chirp_v2,kge_chirp_v3,r_chirp_v3,B_chirp_v3,G_chirp_v3,kge_chirp_v3_scale,r_chirp_v3_scale,B_chirp_v3_scale,G_chirp_v3_scale,kge_chirps_v2,r_chirps_v2,B_chirps_v2,G_chirps_v2,kge_chirps_v3_era5,r_chirps_v3_era5,B_chirps_v3_era5,G_chirps_v3_era5,kge_chirps_v3_imerg,r_chirps_v3_imerg,B_chirps_v3_imerg,G_chirps_v3_imerg,kge_chirps_v3_era5_scale,r_chirps_v3_era5_scale,B_chirps_v3_era5_scale,G_chirps_v3_era5_scale,kge_chirps_v3_imerg_scale,r_chirps_v3_imerg_scale,B_chirps_v3_imerg_scale,G_chirps_v3_imerg_scale,rmse_chirpv2,rmse_chirpv3,rmse_chirpsv2,rmse_chirpsv3_era5,rmse_chirpsv3_imerg
1/1/1990,21230070,"","",SAN JUAN D RIOSECO [21230070],Pluviométrica,Convencional,Activa,Cundinamarca,San Juan De Rioseco,4.8513,-74.6228,1364,12/15/1974,"",Meta,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,1990,1,1,Andes,Preliminar,0,0.729,3.369,1.469,55.238,0,44.762,4.8513,-74.6228,1.40727269649506,2.3199999332428,2,3,0.539855062961578,0.826086938381195,1,1,-0.0330288586544893,0.169277534203209,1.40144089406658,0.535356032854703,-0.0330288586544893,0.169277534203209,1.40144089406658,0.535356032854703,-0.00185637236662806,0.168174603222377,1.31057064856872,0.535964901785464,0.0985587660528124,0.183516134533366,1.25020874264036,0.711302960182788,0.0849768631887519,0.250485677993202,1.18271368352026,0.507951900866344,0.171466773427919,0.282399294540645,1.18291251751,0.628436350006714,0.0970457433330933,0.249972160631513,1.10602583801055,0.508529602641944,0.184883370085795,0.281943416375233,1.10621177948835,0.629151080662573,9.9723025731555,9.9723025731555,10.488659404547,8.91628085972064,9.21614656710148
1/1/1990,21230090,0,Definitivo,ARRANCAPLUMAS [21230090],Pluviométrica,Convencional,Activa,Cundinamarca,Guaduas,5.2028,-74.7293,235,4/15/1980,"",Guali,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,1990,1,1,Andes,Definitivo,0,2.138,6.116,4.432,54.092,5.854,40.055,5.2028,-74.7293,1.90545451641083,2.45090913772583,3,3,1.33695650100708,1.79710149765015,2,2,-0.0158397943463333,0.131147798198573,1.37690960428957,0.632623504566922,-0.0158397943463333,0.131147798198573,1.37690960428957,0.632623504566922,0.0108655275924452,0.130197632343389,1.2952203047227,0.633017960380402,0.0925054098583923,0.179740317968526,1.2446630104351,0.698569250913676,0.139483793063292,0.216320875478264,0.963510458899956,0.646441397248076,0.170402517850442,0.216094455178331,0.963986321602121,0.730877176451007,0.134392319573239,0.215279030419816,0.906347305801389,0.646844468846551,0.165772604796544,0.215738468269145,0.906794936518892,0.731332895767646,13.9821803962228,13.9821803962228,13.518532584375,11.8575300431655,12.2404349736316
1/1/1990,21230120,0,Definitivo,BELLEZA LA [21230120],Pluviométrica,Convencional,Activa,Cundinamarca,Chaguaní,4.9854,-74.5811,1200,12/15/1986,"",Somondoco,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,1990,1,1,Andes,Definitivo,0,1.123,4.145,2.676,72.703,23.569,3.727,4.9854,-74.5811,1.40727269649506,2.3199999332428,2,3,0.865942001342773,0.95652174949646,1,1,0.129360725581181,0.183982067684317,0.981547537121434,0.697036327402972,0.129360725581181,0.183982067684317,0.981547537121434,0.697036327402972,0.125139652270358,0.18304420835162,0.918190393351707,0.697889009167408,0.230632897753271,0.247329974479398,0.889344273167159,0.885244255823767,0.253064404693088,0.344990697786473,0.958770277800391,0.643382967936776,0.314096278085445,0.346847346316013,0.95729350236539,0.794983703619469,0.2466870067839,0.34407893176329,0.896883365516055,0.64417001576017,0.307155466545122,0.346180585530895,0.895501913302815,0.795956204019306,10.9669896031644,10.9669896031644,11.0426453574265,9.71881512638566,10.1973202499588
1/1/1990,21235010,1.2,Preliminar,JERUSALEN [21235010],Climática Ordinaria,Convencional,Activa,Cundinamarca,Jerusalén,4.5618,-74.7024,297,11/15/1974,"",Cno Melua,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,1990,1,1,Andes,Preliminar,1.2,2.509,6.761,6.761,0,0,100,4.5618,-74.7024,1.51636362075806,2.51999998092651,2,3,0,0,0,0,-0.590319831674136,0.113326034790868,2.26123942365781,0.609869813206305,-0.590319831674136,0.113326034790868,2.26123942365781,0.609869813206305,-0.477456053643192,0.112357958066689,2.11493250423465,0.610264824732951,-0.252495953770979,0.145146504803049,1.88677935819787,0.772856904493206,-0.0629111366069175,0.211576838408671,1.55897570084654,0.557602928973905,-0.00939315050554312,0.199052511973357,1.55835728942538,0.743885199457628,-0.0139516304577201,0.210797617557782,1.45810671286584,0.557964087338308,0.042458288970422,0.198622594535189,1.45752831395685,0.744367012496942,8.65104613420317,8.65104613420317,8.65333760677538,6.17299949944188,7.16013353565804
1/1/1990,21237010,"","",NARINO - AUT [21237010],Limnigráfica,Convencional,Activa,Cundinamarca,Nariño (Cundinamarca),4.3878,-74.8384,277,8/15/1977,"",Magdalena,Magdalena Cauca,Alto Magdalena,Río Opía,1990,1,1,Andes,Preliminar,0,2.604,7.096,5.818,23.092,8.374,68.534,4.3878,-74.8384,2.86909079551697,3.68727278709412,5,5,1.21376812458038,1.22101449966431,2,2,-0.0341524123552828,0.0966202776394359,1.12405754276537,0.512161896433848,-0.0341524123552828,0.0966202776394359,1.12405754276537,0.512161896433848,-0.0281054992852583,0.0960054562417658,1.04593153927833,0.512470435547284,0.0871468690853731,0.155687432846328,0.995780601348238,0.652985123889435,0.0620514717855504,0.227435145353914,1.11253872932096,0.480167314082552,0.0842078644958166,0.163403903000581,1.11466439797534,0.645550734556263,0.0678054292378958,0.22681090728474,1.03521332440212,0.480456578860778,0.0904310697855163,0.162997189773718,1.03719125151269,0.645939630436071,12.2748176261361,12.2748176261361,12.2682309805514,11.3450523416803,12.5835601051242
1/1/1990,21245010,0.4,Definitivo,PERALES HATO OPIA [21245010],Climática Ordinaria,Convencional,Activa,Tolima,Ibagué,4.4297,-75.2005,826,2/15/1965,"",Une,Magdalena Cauca,Alto Magdalena,Río Totare,1990,1,1,Andes,Definitivo,0.4,2.377,6.511,4.946,47.091,12.424,40.485,4.4297,-75.2005,5.81818199157715,7.9236364364624,9,9,1.7173912525177,1.98188400268555,2,2,-0.0972442337499409,0.1672100148709,1.4196309307235,0.421799661755287,-0.0972442337499409,0.1672100148709,1.4196309307235,0.421799661755287,-0.0651653867866158,0.166531309601197,1.32556061321704,0.422144022740156,0.00192962394712914,0.120684404809707,1.39078444026778,0.734979093552874,-0.0769031989842024,0.281674706185138,1.55148954525631,0.417257729591217,-0.0890871861808393,0.142679774975374,1.55217361465463,0.617616383527924,-0.0277868991852777,0.281780711937047,1.44868175840722,0.417598382502384,-0.0405940850830797,0.142611364871798,1.44932049868224,0.61812061102118,10.7094194190889,10.7094194190889,13.2790429896512,10.3172721839574,12.7946867548652
1/1/1990,21245040,0,Definitivo,AEROPUERTO PERALES [21245040],Sinóptica Secundaria,Convencional,Activa,Tolima,Ibagué,4.4241,-75.1394,943,11/15/1970,"",Meta,Magdalena Cauca,Alto Magdalena,Río Opía,1990,1,1,Andes,Definitivo,0,4.301,10.453,8.888,83.479,0,16.521,4.4241,-75.1394,5.81818199157715,7.9236364364624,9,9,0.945652186870575,0.923913061618805,1,1,0.069748237456404,0.136342988760041,1.14051876357966,0.684216235798021,0.069748237456404,0.136342988760041,1.14051876357966,0.684216235798021,0.0779473308420917,0.135852146015552,1.06525049165937,0.685084162841074,0.169334907841967,0.184969764160725,1.06625939387241,0.85391816430045,0.158886243887202,0.2814012477275,1.11415328412284,0.578031740911054,0.165325834586247,0.197808526140403,1.11450149949344,0.799852034010166,0.16562446412369,0.280908074929195,1.04062499591911,0.578764973116651,0.172161836625079,0.197513233631349,1.04095023089689,0.800866644851648,11.8219079063322,11.8219079063322,12.208184018666,10.2615690334054,12.0083807726616
1/1/1990,21245140,0,Definitivo,SANTA ISABEL [21245140],Meteorológica Especial,Convencional,Activa,Tolima,Santa Isabel,4.7119,-75.0945,2288,10/15/1981,"",Barbas,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,1990,1,1,Andes,Definitivo,0,2.831,7.418,5.925,84.637,12.448,2.915,4.7119,-75.0945,2.563636302948,5.56727266311646,6,9,0.673913061618805,1.75724637508392,1,2,0.0904714752167848,0.157642123583468,0.960503881458666,0.659242898748197,0.0904714752167848,0.157642123583468,0.960503881458666,0.659242898748197,0.0850857808225833,0.156708946390611,0.900010985562304,0.659514428577118,0.114546410104166,0.132756904590025,0.856285286040663,0.893870106403841,0.142583679450577,0.236301597092334,0.960693961488149,0.612208133817512,0.132320656242926,0.147648440296482,0.960794384551841,0.842433563310527,0.137070647608076,0.23547542603648,0.900189094280002,0.612460290905826,0.127136080133824,0.147222171836839,0.900283192661353,0.842780545950397,12.6673986820377,12.6673986820377,13.6116243054429,11.9438433448774,13.753063843323
1/1/1990,21250070,"","",SIERRA LA [21250070],Pluviométrica,Convencional,Activa,Tolima,Lérida,4.8001,-74.9357,472,7/15/1955,"",Recio,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,1990,1,1,Andes,Preliminar,0,3.691,9.282,7.55,38.096,4.384,57.52,4.8001,-74.9357,3.39636373519897,7.5127272605896,15,18,1.22463762760162,1.80434787273407,4,4,-0.0675052621225492,0.0933288021696537,1.29347292594527,0.518971450513237,-0.0675052621225492,0.0933288021696537,1.29347292594527,0.518971450513237,-0.0484717183972061,0.0922483167173745,1.2094070432865,0.518929822168993,0.0551078094077042,0.117395529081836,1.12348271681336,0.6860213089938,0.0592595735923538,0.179064883314888,1.05261202087978,0.543611942170057,0.0720895361134437,0.13455086902146,1.0525140303168,0.669458161046834,0.0598695867718468,0.178254480113027,0.9842002614548,0.543568337333912,0.0729588899818749,0.134055848005493,0.984108639531629,0.669404461686768,14.1773986131117,14.1773986131117,14.5853777520094,12.9921914393171,14.0182696287141
1/1/1990,21250100,12,Preliminar,ESTRELLA LA [21250100],Pluviométrica,Convencional,Activa,Tolima,Venadillo,4.7618,-74.8987,331,5/15/1988,"",San Juan,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,1990,1,1,Andes,Preliminar,12,2.975,7.645,7.645,0,0,100,4.7618,-74.8987,3.39636373519897,7.5127272605896,15,18,0,0,0,0,-0.161977569486801,0.0998414916650901,1.58055491892095,0.549597382357281,-0.161977569486801,0.0998414916650901,1.58055491892095,0.549597382357281,-0.114849883599397,0.0991644968782448,1.47809031056332,0.549649787140682,-0.0178302756126882,0.0904618540883005,1.35738771286655,0.715407565495272,0.0616497970368487,0.191877491771216,1.19956622737033,0.566857487669264,0.0470136958606254,0.110541775734704,1.21524685817071,0.734075662618687,0.0742844838112259,0.190958436272973,1.12180044889902,0.566911538224842,0.0611597674137585,0.109988830119578,1.13646453185628,0.734145657632009,10.8155439553273,10.8155439553273,11.319548986385,9.30648762966898,10.7318037496975
1/1/1990,21250450,"","",POTOSI HACIENDA [21250450],Pluviométrica,Convencional,Activa,Tolima,Armero (Guayabal),5.053,-74.8825,389,2/15/1971,"",Mapa,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,1990,1,1,Andes,Preliminar,0,1.147,4.074,3.237,20.475,0,79.525,5.053,-74.8825,1.94545459747314,2.14545464515686,3,3,0.818840563297272,0.952898561954498,1,1,-0.192013778178559,0.118647585379574,1.68036070186847,0.574295778781424,-0.192013778178559,0.118647585379574,1.68036070186847,0.574295778781424,-0.138100230687193,0.11784104557635,1.57950180567454,0.574270776854161,-0.0763159635191331,0.150047758890788,1.60125593567628,0.727000840709014,0.082688361688992,0.210098869464383,1.1835357158214,0.571244257441014,0.117429867984596,0.183678597370376,1.18249831844896,0.718497301437816,0.0934653874364215,0.209243058326834,1.11249733354365,0.571219388361523,0.128989887956838,0.183323789630681,1.11152220301296,0.718466021707175,14.1053032602011,14.1053032602011,15.1969129310642,11.4753815560094,12.5747750267843
1/1/1990,21250500,8.4,Definitivo,LIBANO [21250500],Pluviométrica,Convencional,Activa,Tolima,Líbano,4.9219,-75.0759,1649,1/15/1958,"",Risaralda,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,1990,1,1,Andes,Definitivo,8.4,2.318,6.2,4.993,38.633,4.432,56.935,4.9219,-75.0759,2.51999998092651,3.66181826591492,4,5,0.804347813129425,1.594202876091,1,2,0.0950228155137516,0.154221036173718,0.866390417710235,0.707100480864252,0.0950228155137516,0.154221036173718,0.866390417710235,0.707100480864252,0.0843026205994161,0.153008982944525,0.81162892664648,0.707383789936252,0.13649945936724,0.162437970651321,0.803235490092257,0.926469337639612,0.182938146022726,0.270397653710639,0.940464420475364,0.637059227580442,0.17591760620422,0.188554579591714,0.939570202992105,0.869553225044901,0.175592244266391,0.269280253666745,0.881020972227457,0.637314473706642,0.168660234244693,0.187692071414621,0.880183275086202,0.869901622937292,16.0201102760006,16.0201102760006,16.8807713810626,14.9390905127415,17.1195938583186
1/1/1990,21255090,0,Definitivo,ARMERO GRANJA [21255090],Climática Principal,Convencional,Activa,Tolima,Armero (Guayabal),5,-74.9,321,10/14/1986 19:00,"",0,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,1990,1,1,Andes,Definitivo,0,0.824,3.536,1.649,61.94,0,38.06,5,-74.9,3.39636373519897,7.5127272605896,15,18,0.782608687877655,0.847826063632965,1,1,-0.0396767375841449,0.132538213804567,1.40001068800358,0.589598711445564,-0.0396767375841449,0.132538213804567,1.40001068800358,0.589598711445564,-0.00992571864728897,0.131613962328636,1.31293295713959,0.590209064157654,0.0577563791804059,0.14295093459085,1.2900485386403,0.73701371577752,0.115444676529328,0.204447536180684,1.10961213435987,0.62916367816462,0.133547127012336,0.183734246030562,1.10887872504959,0.730563136826345,0.121058390397228,0.203850938787115,1.04059658495932,0.629814988538713,0.139415414964307,0.183407163845658,1.03990879217117,0.731319415941714,14.1717071114876,14.1717071114876,14.8942299035977,12.7338492508615,13.5367755426672
1/1/1990,21255120,2.2,Definitivo,VILLAHERMOSA [21255120],Climática Ordinaria,Convencional,Activa,Tolima,Villahermosa,5.0169,-75.1176,269,9/15/1975,"",Tunjita,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,1990,1,1,Andes,Definitivo,2.2,1.207,4.074,2.592,51.499,7.347,41.154,5.0169,-75.1176,1.3527272939682,2.83636355400085,3,4,0.775362312793732,1.50362324714661,2,2,0.105743051111424,0.148977675981998,0.878805190745917,0.753487702399314,0.105743051111424,0.148977675981998,0.878805190745917,0.753487702399314,0.0963306362879264,0.148159609626193,0.826285161363134,0.753404332809857,0.0908559559935938,0.112269453775695,0.816296873793085,0.93122114078857,0.188061037093128,0.28261388965597,1.00153740220726,0.619737347920936,0.141361854926815,0.156850621144232,1.00191978348766,0.837658065980434,0.185411228432076,0.282015250732609,0.94168252840157,0.619668777129266,0.138854406867044,0.156301235757083,0.942042057431786,0.837565383367508,14.7980969710884,14.7980969710884,15.785176056023,13.4855288772625,15.9170981897355
1/1/1990,21255170,"","",MURILLO - AUT [21255170],Climática Principal,Automática con Telemetría,Activa,Tolima,Murillo,4.8706,-75.1733,323,10/21/2005,"",Lagunilla,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,1990,1,1,Andes,Preliminar,0,0.406,2.449,1.254,30.976,13.38,55.644,4.8706,-75.1733,2.51999998092651,3.66181826591492,4,5,0.673913061618805,0.786231875419617,1,1,-0.0438734004449504,0.222131469338408,1.45566131711142,0.473725367083719,-0.0438734004449504,0.222131469338408,1.45566131711142,0.473725367083719,-0.00788397985489486,0.221413664556526,1.36491762908511,0.474197224149826,0.0692321243025303,0.144944990071665,1.34587449279951,0.875177711695724,0.149890959379242,0.304902025926941,1.10811621972024,0.522679279291085,0.175148278490362,0.238562675981886,1.10871307245713,0.702048608080984,0.155427697167901,0.303982705336711,1.03903795861846,0.523199897202596,0.1809316964106,0.237801799053359,1.03959760447355,0.702747887915866,9.4266426828805,9.4266426828805,12.2989896560999,8.47515339747815,9.49848843770475
1/1/1990,22010010,0,Definitivo,HERRERA [22010010],Pluviométrica,Convencional,Activa,Tolima,Rioblanco,3.2878,-75.8154,1620,3/15/1973,"",Chicamocha,Magdalena Cauca,Saldaña,Alto Saldaña,1990,1,1,Andes,Definitivo,0,2.246,6.021,4.731,89.046,8.709,2.246,3.2878,-75.8154,0.498181819915772,0.807272732257843,1,1,0.496376812458038,0.804347813129425,1,1,0.0881277662554059,0.196156886898994,0.996211229761859,0.569496962363189,0.0881277662554059,0.196156886898994,0.996211229761859,0.569496962363189,0.0851873285185207,0.195040612255701,0.938653663151665,0.569698669603851,0.120402302446827,0.141703885524718,1.04945697654028,1.18594057354158,0.194910153374248,0.269013539208264,1.01453813540089,0.662928645687425,0.210720531050318,0.223741603196173,1.01464455494234,0.857977049363192,0.193820605769148,0.268888890239845,0.955921704906652,0.663163445022127,0.20968645856102,0.223741581098169,0.956021975902827,0.858280931902723,8.96292123830951,8.96292123830951,12.6709696171131,8.9271735455189,9.99977934516672
1/1/1990,22020020,0,Definitivo,PENA RICA [22020020],Pluviométrica,Convencional,Activa,Tolima,Planadas,3.0451,-75.7618,1793,12/15/1973,"",Quinamayo,Magdalena Cauca,Saldaña,Río Atá,1990,1,1,Andes,Definitivo,0,3.751,8.9,7.514,58.655,9.258,32.087,3.0451,-75.7618,0.592727243900299,1.28727269172668,2,2,0.47826087474823,0.786231875419617,1,1,0.00480233179131295,0.212964627751482,1.44263585953547,0.581589654177934,0.00480233179131295,0.212964627751482,1.44263585953547,0.581589654177934,0.0380176787210684,0.212081415009824,1.36044139081793,0.582057068889161,0.0044772625620142,0.146970038612301,1.47939117394857,1.18327440648148,0.181674828210972,0.276572685697433,1.15799179123219,0.651650173521271,0.176350963728842,0.200535777279586,1.15810858148531,0.880599966494325,0.191568822858669,0.276044743805009,1.09201497564807,0.652173894800509,0.186222946235511,0.200213657996823,1.09212511175299,0.881307691221009,7.16148577272583,7.16148577272583,11.4936584109438,6.50664936103468,7.73486746678087
1/1/1990,22020050,"","",SANTIAGO PEREZ [22020050],Pluviométrica,Convencional,Activa,Tolima,Ataco,3.3952,-75.6045,732,10/15/1975,"",Fraile,Magdalena Cauca,Saldaña,Río Atá,1990,1,1,Andes,Preliminar,0,1.159,3.942,2.497,34.5,6.642,58.858,3.3952,-75.6045,2.94181823730469,4.74909067153931,5,6,0.724637687206268,0.923913061618805,1,1,0.119952448420515,0.225413736995539,0.739665980818796,0.673310525632077,0.119952448420515,0.225413736995539,0.739665980818796,0.673310525632077,0.106502705409461,0.225019606355351,0.698049163459952,0.673551692882684,0.17563832466127,0.200153515295244,0.810508767835596,1.06253675403744,0.265261576632869,0.318135898268502,1.05168127459917,0.731241849616203,0.241504086609569,0.249173202597375,1.05187654671233,0.9057450540645,0.266768352022802,0.317737360610419,0.992509123033862,0.731503766784712,0.243094767851864,0.248981224836622,0.992693408290689,0.906069475020543,14.5459298567327,14.5459298567327,16.9007560309797,14.9642339496046,17.0616533075776
1/1/1990,22045010,18.7,Definitivo,DEMOSTRACION GRANJA  - AUT [22045010],Climática Ordinaria,Automática con Telemetría,Activa,Tolima,Chaparral,3.7224,-75.5034,908,9/14/1964 19:00,"",0,Magdalena Cauca,Saldaña,"Río Tetuán, Río Ortega",1990,1,1,Andes,Definitivo,18.7,1.469,4.683,3.285,62.083,12.292,25.624,3.7224,-75.5034,2.1418182849884,4.19636344909668,5,6,0.66304349899292,0.916666686534882,1,1,0.105035717450267,0.20990719364212,0.846772238924474,0.608546710810765,0.105035717450267,0.20990719364212,0.846772238924474,0.608546710810765,0.0948584707513096,0.209288313939693,0.797277108741675,0.608899441501051,0.144983832708974,0.152394278680993,0.898265430862711,0.952384194233732,0.172108049528951,0.243551601838998,1.01381848602118,0.663845345088761,0.167927919566849,0.18170700329078,1.01586313483826,0.850037072827648,0.170716079486394,0.24309475349697,0.954559247656117,0.664230128413782,0.166752245335054,0.181423879809282,0.956484383628148,0.850529778084518,15.9433621333227,15.9433621333227,18.8423337389625,16.4639204855243,18.5730210328515
1/1/1990,22050030,"","",COLACHE HACIENDA [22050030],Pluviométrica,Convencional,Activa,Tolima,Coyaima,3.7955,-75.1956,384,10/15/1959,"",Ariari,Magdalena Cauca,Saldaña,Bajo Saldaña,1990,1,1,Andes,Preliminar,0,3.01,8.028,6.212,31.502,6.296,62.203,3.7955,-75.1956,4.51636362075806,6.09454536437988,7,7,0.782608687877655,0.797101438045502,1,1,0.022857625087264,0.194100804753497,1.18466008279776,0.479198346995458,0.022857625087264,0.194100804753497,1.18466008279776,0.479198346995458,0.0326978457886223,0.193215704377881,1.11803886105674,0.479577685759037,0.129084642212862,0.18633212939387,1.15702004976252,0.732076763334421,0.138768484479955,0.228619486015349,1.06574420262387,0.622681135124308,0.146372383017611,0.18716256435322,1.06565352285057,0.747680705011469,0.140820852913455,0.227887796824386,1.00581040231,0.623174056465509,0.148708194900395,0.186797523025474,1.00572482205628,0.748272577408294,12.569322644582,12.569322644582,14.1639175235676,12.7437468312398,13.8167742052012
1/1/1990,22050040,"","",ATACO [22050040],Pluviográfica,Convencional,Activa,Tolima,Ataco,3.9281,-75.3792,468,10/15/1963,"",Ortega,Magdalena Cauca,Saldaña,"Río Tetuán, Río Ortega",1990,1,1,Andes,Preliminar,0,1.159,4.181,2.521,46.219,5.65,48.13,3.9281,-75.3792,1.2945454120636,1.43636357784271,2,2,0,0,0,0,0.0983044854145436,0.22275862865518,0.925813210647403,0.54894903616209,0.0983044854145436,0.22275862865518,0.925813210647403,0.54894903616209,0.0920719080304556,0.221960397953808,0.873717057901805,0.549399937449755,0.105692125498979,0.129981262492822,0.884348476887343,0.828306389220002,0.115084466345091,0.227312011720917,1.13655005779747,0.590875500381018,0.103870175308032,0.141437001320446,1.1358411284188,0.782134381255931,0.122373958299216,0.226713904747875,1.07259559621377,0.591360839650096,0.111062520762767,0.141017752437611,1.0719265587839,0.782776818670708,13.3540346342488,13.3540346342488,15.2595131182132,14.0862097831424,16.313538998726
1/1/1990,22050060,0.2,Preliminar,SAN JOSE D HERMOSA [22050060],Pluviográfica,Convencional,Activa,Tolima,Chaparral,3.9035,-75.6932,215,3/15/1973,"",Guayabero,Magdalena Cauca,Saldaña,Río Amoyá,1990,1,1,Andes,Preliminar,0.2,2.616,6.953,6.953,0,0,100,3.9035,-75.6932,1.17818176746368,1.68363630771637,2,2,0.630434811115265,0.905797123908997,1,1,0.0747684620830287,0.175314304701238,1.2264072990472,0.64689004876108,0.0747684620830287,0.175314304701238,1.2264072990472,0.64689004876108,0.0885219827469538,0.17351063909032,1.15236834620792,0.647166612531473,0.0753354114857304,0.146960565313832,1.21155618959365,1.2873539677248,0.228885882140572,0.287744521429191,1.09712671908072,0.720938149420945,0.207744878820766,0.214386397250966,1.10193616624537,1.00940543574756,0.234390455688765,0.287609628647402,1.03089251330272,0.721246370846218,0.213619944682293,0.21447925366899,1.03541161122363,1.0098369850869,7.62116746622618,7.62116746622618,11.2541543166716,7.0497459378107,8.64171095215629
1/1/1990,22050070,"","",SAN PEDRO [22050070],Pluviométrica,Convencional,Activa,Tolima,Ataco,3.4264,-75.4874,1679,7/15/1973,"",Guaviare,Magdalena Cauca,Saldaña,Medio Saldaña,1990,1,1,Andes,Preliminar,0,1.242,4.301,2.652,31.37,3.906,64.723,3.4264,-75.4874,1.37454545497894,2.51999998092651,2,3,0.52173912525177,0.833333313465118,1,1,0.0819044557568496,0.20501569443801,0.757459269938649,0.610034134146905,0.0819044557568496,0.20501569443801,0.757459269938649,0.610034134146905,0.0692048911680863,0.204226080857079,0.715131066292286,0.610162732867212,0.130827125474571,0.16371546944902,0.774234298799668,0.928449193341746,0.219310276678638,0.271289181419303,0.998434481671854,0.719902630973797,0.181167615412053,0.19294843472631,0.999684517162936,0.861601497443615,0.216544542638766,0.270518844381141,0.942640144279719,0.720054390608065,0.178615540839095,0.192279522220244,0.943820325510735,0.861783128017683,17.023520869792,17.023520869792,19.0070668898571,17.7476491780515,19.8508980767982
1/1/1990,22050090,4,Definitivo,MOLINO MURRA [22050090],Pluviométrica,Convencional,Activa,Tolima,Saldaña,3.9231,-75.0212,324,1/15/1980,"",Ortega,Magdalena Cauca,Saldaña,Bajo Saldaña,1990,1,1,Andes,Definitivo,4,1.171,4.265,2.568,27.38,3.321,69.299,3.9231,-75.0212,4.51636362075806,6.09454536437988,7,7,0.789855062961578,0.960144937038422,1,1,0.014083597136783,0.108960335168133,0.933759830458167,0.583236627005049,0.014083597136783,0.108960335168133,0.933759830458167,0.583236627005049,0.0085845037380432,0.108247222445689,0.88057476255879,0.583563591151514,0.112922231726618,0.163690180488123,0.933907110078211,0.711686658902712,0.122224656413737,0.239717340368973,1.07801260023336,0.568289604622285,0.103689707790781,0.14969709946221,1.07576007404334,0.726837908123868,0.125139684188871,0.239075728852945,1.01661118686172,0.568608189424606,0.106544909502219,0.149319659580668,1.01448695999927,0.72724537556546,13.4274351977591,13.4274351977591,13.6883857102647,12.8683510659567,14.5197646246057
1/1/1990,22050100,"","",GUAYABOS LOS [22050100],Pluviométrica,Convencional,Activa,Tolima,Coyaima,4.6566,-75.0969,330,11/15/1986,"",Quebrada La Baja,Magdalena Cauca,Alto Magdalena,Río Totare,1990,1,1,Andes,Preliminar,0,4.826,11.396,9.855,25.314,3.01,71.676,4.6566,-75.0969,2.563636302948,5.56727266311646,6,9,0,0,0,0,-0.076475534451,0.0723927600791123,1.27659667872964,0.52900248192411,-0.076475534451,0.0723927600791123,1.27659667872964,0.52900248192411,-0.059197120427307,0.071726045335238,1.19618112086846,0.529129558341856,0.00772498870778893,0.0780847570653789,1.156824213103,0.668204657862138,-0.0824698135843105,0.128788484033854,1.3155061869945,0.440368659082239,-0.07239394404574,0.0570441887111889,1.31619904024648,0.598899917564402,-0.0617305622193032,0.128173332185434,1.23263963590629,0.440474443976632,-0.0512837056773496,0.0565977220292329,1.23328884484859,0.599043784670348,13.9545537388929,13.9545537388929,14.5150924011479,13.0637600997529,14.8255147395076
