date,gauge_code,pcp,quality_flag,name,category,tecnology,operation,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,stream,hidrographic_area,hidrographic_zone,hidrographic_subzone,year,month,day,nat_region,flag_ind,pcp_ideam,p_na,p_sd,p_sd_q,p_def,p_rev,p_prel,lat,long,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,mean_gauges_v2_005,mean_gauges_v3_005,max_gauges_v2_005,max_gauges_v3_005,kge_chirp_v2,r_chirp_v2,B_chirp_v2,G_chirp_v2,kge_chirp_v3,r_chirp_v3,B_chirp_v3,G_chirp_v3,kge_chirps_v2,r_chirps_v2,B_chirps_v2,G_chirps_v2,kge_chirps_v3,r_chirps_v3,B_chirps_v3,G_chirps_v3,rmse_chirpv2,rmse_chirpv3,rmse_chirpsv2,rmse_chirpsv3,kge_chirp_v3_scale,r_chirp_v3_scale,B_chirp_v3_scale,G_chirp_v3_scale,kge_chirps_v3_scale,r_chirps_v3_scale,B_chirps_v3_scale,G_chirps_v3_scale
1/1/1990,11010010,13.2,Definitivo,VUELTA LA [11010010],Pluviométrica,Convencional,Activa,Chocó,Cértegui,5.4589,-76.5447,98,1/14/1943 19:00,"",0,Caribe,Atrato - Darién,Río Andágueda,1990,1,1,Pacifico,Definitivo,13.2,1.374,3.894,2.748,76.634,0,23.366,5.4589,-76.5447,2.23272728919983,2.90181827545166,4,4,0.79347825050354,0.938405811786652,1,1,-0.61064481884467,-0.586594127907928,0.740832542499854,0.901369199880713,-0.559140107597905,-0.53010654692943,0.971970179780667,1.29817135902459,-0.069118796177996,-0.0550924093850121,0.914200433629648,0.850222022947707,0.139966319831102,0.267101371320686,1.03374399000035,0.5512474242484,2526.77586363882,1427.3717657231,1194.35655714124,776.026612511321,-0.531572190722943,-0.530073327724422,0.959035090009169,1.05395241729182,0.0534463900450726,0.235510482495754,1.01556774236218,0.442077819456356
1/1/1990,11020010,"","",CARMEN DE ATRATO [11020010],Pluviométrica,Convencional,Activa,Chocó,El Carmen (Choco),5.9085,-76.1421,1850,10/15/1958,"",Ariporo,Caribe,Atrato - Darién,Alto Atrato,1990,1,1,Andes,Preliminar,0,0.084,1.613,0.215,66.766,0,33.234,5.9085,-76.1421,1.16727268695831,2.42181825637817,2,3,0.590579688549042,0.800724625587463,1,1,-0.575258610697946,-0.453991903290226,0.994897841081399,0.393929703979102,-0.596445153986962,-0.473806999603922,0.884008579376836,0.397442079175157,0.162289019278423,0.362629308283358,1.00610296781537,0.456418320446687,0.154413374108442,0.374255531231749,0.937579532939884,0.434699825769878,808.594502584093,872.127339414641,616.803197513328,640.68064491704,-0.59903708551077,-0.473609574075235,0.851288402855881,0.397273457605003,0.151044684959524,0.374284953961902,0.902876512476153,0.434515396966266
1/1/1990,11020050,"","",PINON EL [11020050],Pluviométrica,Convencional,Activa,Chocó,El Carmen (Choco),5.7577,-76.2509,715,10/15/1958,"",Canal Principal,Caribe,Atrato - Darién,Alto Atrato,1990,1,1,Andes,Preliminar,15,2.987,7.514,6.296,54.342,0,45.658,5.7577,-76.2509,0.5672727227211,0.570909082889557,1,1,0.56521737575531,0.568840563297272,1,1,0.0907230684581675,0.506883590757792,0.902360410291675,0.242314540398332,-0.0555622729654013,0.220988994639964,1.13941392981592,0.301489211386745,0.189091586087228,0.771894357743156,1.00161565117805,0.221836995613136,0.272009797308909,0.947681556411111,1.25952061999282,0.321854319874267,2010.72717626674,2242.98870264891,1777.39613853436,2056.9343166576,-0.0772584030079588,0.221073943759778,1.13096618660601,0.267464865192671,0.249587333446101,0.932273671111172,1.24645591760162,0.29445638322006
1/1/1990,11025010,"","",MANSA LA [11025010],Climática Ordinaria,Convencional,Activa,Antioquia,Ciudad Bolívar,5.8783,-76.0843,2018,7/15/1973,"",Moniquira,Caribe,Atrato - Darién,Alto Atrato,1990,1,1,Andes,Preliminar,0,1.362,4.336,4.336,0,0,100,5.8783,-76.0843,1.16727268695831,2.42181825637817,2,3,0.572463750839233,0.826086938381195,1,1,-0.156247345248603,-0.0719244658615224,1.32700182901318,0.715472906906975,-0.445417698130278,-0.394182525779722,1.14381237383143,0.646721911220529,0.378851654461389,0.513086516629819,1.35903041680191,0.859153677049365,0.375784084039204,0.458487224027313,1.22343353705943,0.784391842189957,819.003440279839,509.271665551357,843.901217372374,565.544856216656,-0.447964161645588,-0.397333933469973,1.11305619653414,0.637679163987802,0.418628653506508,0.481981854176277,1.18171586992641,0.808612472355443
1/1/1990,11035020,10.6,Preliminar,SAN ISIDRO [11035020],Pluviométrica,Convencional,Activa,Chocó,Rio Quito (Paimadó),5.6262,-76.7497,53,3/15/1983,"",La Chorrera,Caribe,Atrato - Darién,Río Quito,1990,1,1,Pacifico,Preliminar,10.6,3.584,8.768,8.768,0,0,100,5.6262,-76.7497,3.32727265357971,4.55636358261108,5,5,0.568840563297272,0.789855062961578,1,1,0.101685195431997,0.120236554561237,1.06081374207092,0.828864214872817,-0.108337227309886,-0.0793014038710815,1.14991868211164,1.20259387403569,0.401780111350844,0.639793615401371,1.28069708666811,0.613570781117901,0.522480284551315,0.757965160361017,1.20273761758871,0.641751938654818,744.238137923809,1299.78630610018,1785.82549224679,1300.67185931854,-0.0149688600216005,-0.0034434283226639,1.14013721244463,0.939795061183862,0.405879403314138,0.730135117707951,1.18863048593044,0.505459032546837
1/1/1990,11040010,38,Preliminar,TUTUNENDO [11040010],Pluviométrica,Convencional,Activa,Chocó,Quibdó,5.7436,-76.5378,54,1/15/1966,"",Sotaquira,Caribe,Atrato - Darién,Río Bebaramá y otros Directos Atrato (md),1990,1,1,Pacifico,Preliminar,38,0.585,2.556,2.556,0,0,100,5.7436,-76.5378,3.32727265357971,4.55636358261108,5,5,0.880434811115265,0.989130437374115,1,1,0.144084498060894,0.436652683702532,0.670668006394756,0.446130353180365,-0.206160503346101,-0.0718527115768482,1.15209265231828,0.468189178722106,0.424686729817277,0.763293700469017,0.825772766067329,0.505429117752715,0.23136155357924,0.645094753453215,1.19721062246462,0.347347490867612,3557.6497852605,2759.20833618597,2191.08420236935,2436.79306188814,-0.210926208798813,-0.0904535533796756,1.10651751201576,0.4843379491261,0.245812673204686,0.647827644570232,1.15923641521931,0.352375942357131
1/1/1990,11045010,8.3,Preliminar,AEROPUERTO EL CARANO [11045010],Climática Ordinaria,Automática con Telemetría,Activa,Chocó,Quibdó,5.6906,-76.6438,75,2/14/1947 19:00,"",0,Caribe,Atrato - Darién,Río Cabi y otros Directos Atrato (md),1990,1,1,Pacifico,Preliminar,8.3,0.012,1.672,1.672,0,0,100,5.6906,-76.6438,3.32727265357971,4.55636358261108,5,5,0.945652186870575,0.996376812458038,1,1,-0.229849085596299,-0.213901160581215,0.841793391371585,1.11808223688569,-0.491186942907724,-0.420038299608123,1.08530590899019,1.4470487984951,0.236394769036448,0.243559937368158,1.04127314058268,1.09585357722525,0.452995453349716,0.492002411694432,1.12701200348448,0.841821697750073,1432.31611670683,1325.59674661833,766.59576284301,1085.83236393824,-0.488901583218468,-0.419796630736157,1.05220103623794,1.44528699023933,0.459834935533898,0.492209307349993,1.092634977932,0.840796764507654
1/1/1990,11050010,0,Preliminar,TAGACHI [11050010],Pluviométrica,Convencional,Activa,Chocó,Quibdó,6.2218,-76.727,20,1/15/1966,"",Magdalena,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1990,1,1,Pacifico,Preliminar,0,1.314,3.608,3.608,0,0,100,6.2218,-76.727,0.585454523563385,0.803636372089386,1,1,0.583333313465118,0.800724625587463,1,1,0.0528749699369043,0.323974867518651,0.728057980384476,0.394951753334476,-0.161364296943369,-0.0464868617990383,1.05317337200883,0.499195775970314,0.418094001068033,0.69873487492502,0.850724211057128,0.525057208874532,0.433089154374478,0.716645412900662,1.08552064175453,0.516487534088829,2507.424457958,1959.61394431845,1656.9417844496,1341.16878661677,-0.147245228508452,-0.0283545676767934,1.02461366398221,0.492011156599817,0.407146669505969,0.673656051824803,1.06281922211694,0.509053521959968
1/1/1990,11050060,0,Preliminar,ALTO DEL BUEY [11050060],Pluviométrica,Convencional,Activa,Chocó,Medio Atrato (Beté),6.1083,-76.9156,100,2/15/1977,"",Casanare,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),1990,1,1,Pacifico,Preliminar,0,3.118,7.478,7.478,0,0,100,6.1083,-76.9156,1.08000004291534,1.57818186283112,2,2,0.52173912525177,0.789855062961578,1,1,-0.0403326610295212,0.28342946137277,1.02619925065182,0.246254480582784,-0.0810323110649454,0.134454170287753,1.07175059364547,0.356328401631952,0.284980077475793,0.845562592360294,1.19586933175747,0.329897185795394,0.376911515636002,0.856851540515699,1.11052414282652,0.40373479747116,1554.70880070472,1692.55289767186,1541.7815844548,1215.9685395882,-0.0233625696147055,0.223709158746585,1.0673115881475,0.336590150227222,0.34058435446255,0.765223999878337,1.12019288375883,0.395630167827529
1/1/1990,11060010,137,Definitivo,BUCHADO [11060010],Pluviométrica,Convencional,Activa,Antioquia,Vigia Del Fuerte,6.42,-76.7793,18,1/15/1969,"",Cauca,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1990,1,1,Pacifico,Definitivo,137,2.031,5.292,4.062,97.408,0,2.592,6.42,-76.7793,0.574545443058014,0.789090931415558,1,1,0.572463750839233,0.786231875419617,1,1,0.133259779002147,0.43765725292351,1.03060935477507,0.341158355212629,-0.0969088574877399,0.0669185944929669,1.09871305962885,0.431824090451919,0.404303863902836,0.749976700361546,1.16660467957894,0.485621620845715,0.396804599193722,0.774818637129505,1.12480985825212,0.454508895899559,1031.4029483618,1305.30390561355,1107.56008063963,974.700434225624,-0.0622111702450288,0.0976036827266477,1.0619713266905,0.443104128734084,0.378755789066747,0.714576179778176,1.10400535656724,0.458095489709321
