date,gauge_code,pcp,quality_flag,name,category,tecnology,operation,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,stream,hidrographic_area,hidrographic_zone,hidrographic_subzone,year,month,day,nat_region,flag_ind,pcp_ideam,p_na,p_sd,p_sd_q,p_def,p_rev,p_prel,lat,long,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,mean_gauges_v2_005,mean_gauges_v3_005,max_gauges_v2_005,max_gauges_v3_005,kge_chirp_v2,r_chirp_v2,B_chirp_v2,G_chirp_v2,kge_chirp_v3,r_chirp_v3,B_chirp_v3,G_chirp_v3,kge_chirps_v2,r_chirps_v2,B_chirps_v2,G_chirps_v2,kge_chirps_v3,r_chirps_v3,B_chirps_v3,G_chirps_v3,rmse_chirpv2,rmse_chirpv3,rmse_chirpsv2,rmse_chirpsv3,kge_chirp_v3_scale,r_chirp_v3_scale,B_chirp_v3_scale,G_chirp_v3_scale,kge_chirps_v3_scale,r_chirps_v3_scale,B_chirps_v3_scale,G_chirps_v3_scale
1/1/1990,11010010,13.2,Definitivo,VUELTA LA [11010010],Pluviométrica,Convencional,Activa,Chocó,Cértegui,5.4589,-76.5447,98,1/14/1943 19:00,"",0,Caribe,Atrato - Darién,Río Andágueda,1990,1,1,Pacifico,Definitivo,13.2,1.374,3.894,2.748,76.634,0,23.366,5.4589,-76.5447,2.23272728919983,2.90181827545166,4,4,0.79347825050354,0.938405811786652,1,1,0.416478484154672,0.49705615395125,0.711352438038988,0.934981293844891,0.44832634941766,0.492585911649031,0.960512998496069,0.787125538398733,0.548478711517225,0.580130925768955,0.865793867229096,0.902172864785946,0.642558994567049,0.755003555358031,0.999322216726794,0.739730226327474,297.83321614128,212.513911820998,218.702339354569,151.804261455348,0.445621193641321,0.492585911649031,0.932536917646762,0.787125538398733,0.641320877034426,0.755003555358031,0.970215771344554,0.739730226327474
1/1/1990,11020010,"","",CARMEN DE ATRATO [11020010],Pluviométrica,Convencional,Activa,Chocó,El Carmen (Choco),5.9085,-76.1421,1850,10/15/1958,"",Ariporo,Caribe,Atrato - Darién,Alto Atrato,1990,1,1,Andes,Preliminar,0,0.084,1.613,0.215,66.766,0,33.234,5.9085,-76.1421,1.16727268695831,2.42181825637817,2,3,0.590579688549042,0.800724625587463,1,1,0.395072386352719,0.450946337247196,0.889552321489354,0.771354415126086,0.311285118747011,0.380322901258349,0.825824316475558,0.755068760213725,0.573646198429137,0.63978790393089,0.899948841179747,0.795025426996054,0.590476315927963,0.711259952438646,0.848377870459716,0.752311561465074,115.614966723428,125.055624696123,97.2995359046025,94.9816908911106,0.300076953061409,0.376246537750152,0.795286176736173,0.757273527336149,0.577212319788698,0.708458696713974,0.817005723329839,0.754508277690054
1/1/1990,11020050,"","",PINON EL [11020050],Pluviométrica,Convencional,Activa,Chocó,El Carmen (Choco),5.7577,-76.2509,715,10/15/1958,"",Canal Principal,Caribe,Atrato - Darién,Alto Atrato,1990,1,1,Andes,Preliminar,15,2.987,7.514,6.296,54.342,0,45.658,5.7577,-76.2509,0.5672727227211,0.570909082889557,1,1,0.56521737575531,0.568840563297272,1,1,0.261446697062744,0.345471960012116,1.13855858647685,0.687181291699672,0.0891821151812012,0.310306047117009,1.47941096794014,0.647754922701366,0.245694818031205,0.393163052254913,1.24096493542957,0.622294921546152,0.214337746923182,0.589046774713731,1.52578007631198,0.585346007025231,208.354813028655,289.845244044902,214.522531993022,262.654269951783,0.0934436061012514,0.293997553459747,1.43574800677004,0.634584188363695,0.228477803484808,0.572316204577691,1.479794161661,0.573232342738091
1/1/1990,11025010,"","",MANSA LA [11025010],Climática Ordinaria,Convencional,Activa,Antioquia,Ciudad Bolívar,5.8783,-76.0843,2018,7/15/1973,"",Moniquira,Caribe,Atrato - Darién,Alto Atrato,1990,1,1,Andes,Preliminar,0,1.362,4.336,4.336,0,0,100,5.8783,-76.0843,1.16727268695831,2.42181825637817,2,3,0.572463750839233,0.826086938381195,1,1,0.361571438119991,0.431041756430361,1.27106820796313,0.898021706574469,0.447686870198484,0.481328658570441,1.15426630526303,0.889402802968143,0.550267487544921,0.670185739704194,1.30142862867576,0.948788006489295,0.685304133238703,0.76885967281502,1.19296416577642,0.908498806392068,91.4248344968475,74.997315091204,82.8093761927046,59.1882196392482,0.43084020503897,0.460543896016616,1.1289901005703,0.872361690586198,0.675306600822021,0.7461143796083,1.16230757799846,0.87906966736031
1/1/1990,11035020,10.6,Preliminar,SAN ISIDRO [11035020],Pluviométrica,Convencional,Activa,Chocó,Rio Quito (Paimadó),5.6262,-76.7497,53,3/15/1983,"",La Chorrera,Caribe,Atrato - Darién,Río Quito,1990,1,1,Pacifico,Preliminar,10.6,3.584,8.768,8.768,0,0,100,5.6262,-76.7497,3.32727265357971,4.55636358261108,5,5,0.568840563297272,0.789855062961578,1,1,0.355905012396006,0.396780216196288,1.05000173054235,0.779809009205275,0.399526176189836,0.491464424201791,1.16678199281449,0.727705769246552,0.518264419811818,0.616609217501218,1.27018142618443,0.890078782488719,0.616837893964986,0.758854199696958,1.18118395951565,0.763707225435001,177.638805747868,184.387599243463,213.41668411642,148.021397416492,0.218854419022738,0.36580749923129,1.20449113128408,0.592358407574508,0.399341604107602,0.594140134823121,1.21868860547362,0.614975880975439
1/1/1990,11040010,38,Preliminar,TUTUNENDO [11040010],Pluviométrica,Convencional,Activa,Chocó,Quibdó,5.7436,-76.5378,54,1/15/1966,"",Sotaquira,Caribe,Atrato - Darién,Río Bebaramá y otros Directos Atrato (md),1990,1,1,Pacifico,Preliminar,38,0.585,2.556,2.556,0,0,100,5.7436,-76.5378,3.32727265357971,4.55636358261108,5,5,0.880434811115265,0.989130437374115,1,1,0.279382041156352,0.350585805034403,0.751989895309253,0.810151550028834,0.233780096705363,0.37671111130377,1.36528306751021,0.74471157091832,0.428035662449234,0.450318817092784,0.896672644570781,0.880345254136688,0.288494559100321,0.459457827395949,1.35364355179212,0.701687428454324,272.252593717606,347.705081238704,226.132367767125,324.334277864179,0.25047819515949,0.374297102786145,1.32328208897984,0.743548228131696,0.305870351882869,0.457021185786754,1.3120006462954,0.700591295346911
1/1/1990,11045010,8.3,Preliminar,AEROPUERTO EL CARANO [11045010],Climática Ordinaria,Automática con Telemetría,Activa,Chocó,Quibdó,5.6906,-76.6438,75,2/14/1947 19:00,"",0,Caribe,Atrato - Darién,Río Cabi y otros Directos Atrato (md),1990,1,1,Pacifico,Preliminar,8.3,0.012,1.672,1.672,0,0,100,5.6906,-76.6438,3.32727265357971,4.55636358261108,5,5,0.945652186870575,0.996376812458038,1,1,0.390299689069423,0.419001784800793,0.826475054549083,0.93624549905745,0.425521166486761,0.442309349144299,1.10736039832457,0.913508306904846,0.625484862851114,0.633962446798164,1.00228625199682,1.07920145611962,0.706848041017835,0.736393603801119,1.10414385662387,0.925141493031003,200.156083272629,196.007134723874,155.266059200608,142.718050451079,0.428983515093969,0.440141827519762,1.07354139319989,0.915086419061805,0.715584704024271,0.734358176570313,1.07042308531757,0.926739701855186
1/1/1990,11050010,0,Preliminar,TAGACHI [11050010],Pluviométrica,Convencional,Activa,Chocó,Quibdó,6.2218,-76.727,20,1/15/1966,"",Magdalena,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1990,1,1,Pacifico,Preliminar,0,1.314,3.608,3.608,0,0,100,6.2218,-76.727,0.585454523563385,0.803636372089386,1,1,0.583333313465118,0.800724625587463,1,1,0.333055678291177,0.405053155998688,0.823088026231477,0.755960792883919,0.323401662313002,0.402572035142854,1.23991527966648,0.791899553220059,0.377039531548294,0.398965773685327,0.922267673598393,0.855794280681779,0.469430381582736,0.585951979768651,1.18224080201017,0.722769685978189,212.163548846552,252.89510827677,207.529649882726,197.637071943148,0.331823473455354,0.39800309625103,1.20285751268175,0.792856503721467,0.4763611589142,0.579996955942972,1.14707099331011,0.724019562643859
1/1/1990,11050060,0,Preliminar,ALTO DEL BUEY [11050060],Pluviométrica,Convencional,Activa,Chocó,Medio Atrato (Beté),6.1083,-76.9156,100,2/15/1977,"",Casanare,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),1990,1,1,Pacifico,Preliminar,0,3.118,7.478,7.478,0,0,100,6.1083,-76.9156,1.08000004291534,1.57818186283112,2,2,0.52173912525177,0.789855062961578,1,1,0.383827263495958,0.440568464297181,1.14035704599262,0.783193409435294,0.395257908433297,0.484183628068349,1.22252879178853,0.776108498185224,0.346494993079895,0.435152205581778,1.31414848357533,0.903426227795351,0.467317345398572,0.564823010090373,1.18000918438156,0.751065286661934,166.163753127895,177.233188101959,220.172459019406,154.97283340674,0.301688698110619,0.424202863804259,1.23076799703621,0.679309395461729,0.345842224833582,0.474244108703843,1.18930394731391,0.659901259765002
1/1/1990,11060010,137,Definitivo,BUCHADO [11060010],Pluviométrica,Convencional,Activa,Antioquia,Vigia Del Fuerte,6.42,-76.7793,18,1/15/1969,"",Cauca,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1990,1,1,Pacifico,Definitivo,137,2.031,5.292,4.062,97.408,0,2.592,6.42,-76.7793,0.574545443058014,0.789090931415558,1,1,0.572463750839233,0.786231875419617,1,1,0.377185049003159,0.434333303948226,1.0812514374688,0.752375574564378,0.37516258993442,0.448642436016497,1.20090709250819,0.785377154441696,0.381361713273579,0.435389853025263,1.20259023638254,0.848719109404284,0.49296547443767,0.599514658043313,1.17386540837032,0.742189370346617,148.372990979778,168.596158000675,175.905659453628,140.735760794077,0.382228113734309,0.457312363469546,1.17534080784666,0.762538774278954,0.49813601639956,0.608132033513888,1.14647238532942,0.722776632995604
