gauge_code,quality_flag,name,category,tecnology,operation,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,stream,hidrographic_area,hidrographic_zone,hidrographic_subzone,nat_region,flag_ind,p_def,p_rev,p_prel,lat,long,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,map
21205420,Preliminar,TIBAITATA [21205420],Agrometeorológica,Convencional,Activa,Cundinamarca,Mosquera (Cundinamarca),4.6914,-74.209,2543,3/15/1954,,Sumapaz,Magdalena Cauca,Alto Magdalena,Río Bogotá,Andes,Preliminar,0,0,100,4.6914,-74.209,23.82909012,30.58545494,46,51,608.2108113
21205660,Definitivo,MERCEDES - AUT [21205660],Climática Ordinaria,Automática con Telemetría,Activa,Cundinamarca,Anapoima,4.5819,-74.5266,810,9/14/1970 19:00,,0,Magdalena Cauca,Alto Magdalena,Río Bogotá,Andes,Definitivo,71.091,0,28.909,4.5819,-74.5266,1.516363621,2.519999981,2,3,1133.818402
21205980,Definitivo,PROVIDENCIA GRANJA [21205980],Climática Ordinaria,Convencional,Activa,Cundinamarca,Tenjo,4.7924,-74.2009,2560,2/15/1977,,Guavio,Magdalena Cauca,Alto Magdalena,Río Bogotá,Andes,Definitivo,67.244,0,32.756,4.7924,-74.2009,11.03272724,19.23999977,23,29,960.8650178
21206980,Definitivo,SANTA CRUZ DE SIECHA  - AUT [21206980],Agrometeorológica,Automática con Telemetría,Activa,Cundinamarca,Guasca,4.7843,-73.8708,3100,11/7/2005 19:00,,0,Magdalena Cauca,Alto Magdalena,Río Bogotá,Andes,Definitivo,45.407,13.571,41.023,4.7843,-73.8708,5.450909138,9.323636055,11,15,1185.657057
21210110,Definitivo,PLACER EL [21210110],Pluviográfica,Convencional,Activa,Tolima,Ibagué,4.5209,-75.2779,2170,6/15/1983,,Las Palmas,Magdalena Cauca,Alto Magdalena,Río Coello,Andes,Definitivo,48.787,7.586,43.627,4.5209,-75.2779,3.218181849,4.930909157,7,7,2206.737147
21210180,,TOCHE [21210180],Pluviográfica,Convencional,Activa,Tolima,Ibagué,4.5195,-75.4098,1991,10/15/1986,,Las Palmas,Magdalena Cauca,Alto Magdalena,Río Coello,Andes,Preliminar,44.857,0,55.143,4.5195,-75.4098,3.218181849,4.930909157,7,7,1402.45384
21210200,Definitivo,BUENOS AIRES [21210200],Pluviométrica,Convencional,Activa,Tolima,Ibagué,4.3351,-75.0734,728,12/15/1986,,Lejos,Magdalena Cauca,Alto Magdalena,Río Coello,Andes,Definitivo,35.754,0,64.246,4.3351,-75.0734,5.818181992,7.923636436,9,9,1647.372377
21210220,,PALMAR EL [21210220],Pluviográfica,Convencional,Activa,Tolima,Ibagué,4.5801,-75.3257,2200,8/15/1971,,Meta,Magdalena Cauca,Alto Magdalena,Río Coello,Andes,Preliminar,47.33,8.087,44.582,4.5801,-75.3257,3.218181849,4.930909157,7,7,1426.89134
21215080,Definitivo,CHICORAL [21215080],Climática Ordinaria,Convencional,Activa,Tolima,Espinal,4.2315,-74.9954,432,5/15/1963,,Luisa,Magdalena Cauca,Alto Magdalena,Río Coello,Andes,Definitivo,46.327,11.803,41.871,4.2315,-74.9954,2.650909185,4.047272682,5,5,1485.706861
21220050,Definitivo,ACEITUNO EL [21220050],Pluviométrica,Convencional,Activa,Tolima,Ibagué,4.3534,-75.0531,680,1/15/1969,,Upia,Magdalena Cauca,Alto Magdalena,Río Coello,Andes,Definitivo,95.186,0,4.814,4.3534,-75.0531,5.818181992,7.923636436,9,9,1379.799642
21230060,,NARINO [21230060],Pluviométrica,Convencional,Activa,Cundinamarca,Nariño (Cundinamarca),4.3986,-74.8256,289,11/15/1974,,Humea,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,Andes,Preliminar,26.174,2.771,71.055,4.3986,-74.8256,2.869090796,3.687272787,5,5,1349.083726
21230070,,SAN JUAN D RIOSECO [21230070],Pluviométrica,Convencional,Activa,Cundinamarca,San Juan De Rioseco,4.8513,-74.6228,1364,12/15/1974,,Meta,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,Andes,Preliminar,55.238,0,44.762,4.8513,-74.6228,1.407272696,2.319999933,2,3,1272.780235
21230090,Definitivo,ARRANCAPLUMAS [21230090],Pluviométrica,Convencional,Activa,Cundinamarca,Guaduas,5.2028,-74.7293,235,4/15/1980,,Guali,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,Andes,Definitivo,54.092,5.854,40.055,5.2028,-74.7293,1.905454516,2.450909138,3,3,1817.835948
21230120,Definitivo,BELLEZA LA [21230120],Pluviométrica,Convencional,Activa,Cundinamarca,Chaguaní,4.9854,-74.5811,1200,12/15/1986,,Somondoco,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,Andes,Definitivo,72.703,23.569,3.727,4.9854,-74.5811,1.407272696,2.319999933,2,3,1763.423973
21235010,Preliminar,JERUSALEN [21235010],Climática Ordinaria,Convencional,Activa,Cundinamarca,Jerusalén,4.5618,-74.7024,297,11/15/1974,,Cno Melua,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,Andes,Preliminar,0,0,100,4.5618,-74.7024,1.516363621,2.519999981,2,3,733.3031671
21237010,,NARINO - AUT [21237010],Limnigráfica,Convencional,Activa,Cundinamarca,Nariño (Cundinamarca),4.3878,-74.8384,277,8/15/1977,,Magdalena,Magdalena Cauca,Alto Magdalena,Río Opía,Andes,Preliminar,23.092,8.374,68.534,4.3878,-74.8384,2.869090796,3.687272787,5,5,1355.552826
21245010,Definitivo,PERALES HATO OPIA [21245010],Climática Ordinaria,Convencional,Activa,Tolima,Ibagué,4.4297,-75.2005,826,2/15/1965,,Une,Magdalena Cauca,Alto Magdalena,Río Totare,Andes,Definitivo,47.091,12.424,40.485,4.4297,-75.2005,5.818181992,7.923636436,9,9,1469.29151
21245040,Definitivo,AEROPUERTO PERALES [21245040],Sinóptica Secundaria,Convencional,Activa,Tolima,Ibagué,4.4241,-75.1394,943,11/15/1970,,Meta,Magdalena Cauca,Alto Magdalena,Río Opía,Andes,Definitivo,83.479,0,16.521,4.4241,-75.1394,5.818181992,7.923636436,9,9,1709.081746
21245140,Definitivo,SANTA ISABEL [21245140],Meteorológica Especial,Convencional,Activa,Tolima,Santa Isabel,4.7119,-75.0945,2288,10/15/1981,,Barbas,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Andes,Definitivo,84.637,12.448,2.915,4.7119,-75.0945,2.563636303,5.567272663,6,9,2073.441336
21250070,,SIERRA LA [21250070],Pluviométrica,Convencional,Activa,Tolima,Lérida,4.8001,-74.9357,472,7/15/1955,,Recio,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Andes,Preliminar,38.096,4.384,57.52,4.8001,-74.9357,3.396363735,7.512727261,15,18,1755.713232
21250100,Preliminar,ESTRELLA LA [21250100],Pluviométrica,Convencional,Activa,Tolima,Venadillo,4.7618,-74.8987,331,5/15/1988,,San Juan,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Andes,Preliminar,0,0,100,4.7618,-74.8987,3.396363735,7.512727261,15,18,1198.263667
21250450,,POTOSI HACIENDA [21250450],Pluviométrica,Convencional,Activa,Tolima,Armero (Guayabal),5.053,-74.8825,389,2/15/1971,,Mapa,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Andes,Preliminar,20.475,0,79.525,5.053,-74.8825,1.945454597,2.145454645,3,3,1631.74062
21250500,Definitivo,LIBANO [21250500],Pluviométrica,Convencional,Activa,Tolima,Líbano,4.9219,-75.0759,1649,1/15/1958,,Risaralda,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Andes,Definitivo,38.633,4.432,56.935,4.9219,-75.0759,2.519999981,3.661818266,4,5,2856.994973
21255090,Definitivo,ARMERO GRANJA [21255090],Climática Principal,Convencional,Activa,Tolima,Armero (Guayabal),5,-74.9,321,10/14/1986 19:00,,0,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Andes,Definitivo,61.94,0,38.06,5,-74.9,3.396363735,7.512727261,15,18,1927.068289
21255120,Definitivo,VILLAHERMOSA [21255120],Climática Ordinaria,Convencional,Activa,Tolima,Villahermosa,5.0169,-75.1176,269,9/15/1975,,Tunjita,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Andes,Definitivo,51.499,7.347,41.154,5.0169,-75.1176,1.352727294,2.836363554,3,4,2765.761962
21255170,,MURILLO - AUT [21255170],Climática Principal,Automática con Telemetría,Activa,Tolima,Murillo,4.8706,-75.1733,323,10/21/2005,,Lagunilla,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Andes,Preliminar,30.976,13.38,55.644,4.8706,-75.1733,2.519999981,3.661818266,4,5,1658.789534
22010010,Definitivo,HERRERA [22010010],Pluviométrica,Convencional,Activa,Tolima,Rioblanco,3.2878,-75.8154,1620,3/15/1973,,Chicamocha,Magdalena Cauca,Saldaña,Alto Saldaña,Andes,Definitivo,89.046,8.709,2.246,3.2878,-75.8154,0.49818182,0.807272732,1,1,1791.066887
22020020,Definitivo,PENA RICA [22020020],Pluviométrica,Convencional,Activa,Tolima,Planadas,3.0451,-75.7618,1793,12/15/1973,,Quinamayo,Magdalena Cauca,Saldaña,Río Atá,Andes,Definitivo,58.655,9.258,32.087,3.0451,-75.7618,0.592727244,1.287272692,2,2,1173.570699
22020050,,SANTIAGO PEREZ [22020050],Pluviométrica,Convencional,Activa,Tolima,Ataco,3.3952,-75.6045,732,10/15/1975,,Fraile,Magdalena Cauca,Saldaña,Río Atá,Andes,Preliminar,34.5,6.642,58.858,3.3952,-75.6045,2.941818237,4.749090672,5,6,2781.463673
22045010,Definitivo,DEMOSTRACION GRANJA  - AUT [22045010],Climática Ordinaria,Automática con Telemetría,Activa,Tolima,Chaparral,3.7224,-75.5034,908,9/14/1964 19:00,,0,Magdalena Cauca,Saldaña,"Río Tetuán, Río Ortega",Andes,Definitivo,62.083,12.292,25.624,3.7224,-75.5034,2.141818285,4.196363449,5,6,2987.91007
22050030,,COLACHE HACIENDA [22050030],Pluviométrica,Convencional,Activa,Tolima,Coyaima,3.7955,-75.1956,384,10/15/1959,,Ariari,Magdalena Cauca,Saldaña,Bajo Saldaña,Andes,Preliminar,31.502,6.296,62.203,3.7955,-75.1956,4.516363621,6.094545364,7,7,1622.070166
22050040,,ATACO [22050040],Pluviográfica,Convencional,Activa,Tolima,Ataco,3.9281,-75.3792,468,10/15/1963,,Ortega,Magdalena Cauca,Saldaña,"Río Tetuán, Río Ortega",Andes,Preliminar,46.219,5.65,48.13,3.9281,-75.3792,1.294545412,1.436363578,2,2,2190.066754
22050060,Preliminar,SAN JOSE D HERMOSA [22050060],Pluviográfica,Convencional,Activa,Tolima,Chaparral,3.9035,-75.6932,215,3/15/1973,,Guayabero,Magdalena Cauca,Saldaña,Río Amoyá,Andes,Preliminar,0,0,100,3.9035,-75.6932,1.178181767,1.683636308,2,2,1542.185325
22050070,,SAN PEDRO [22050070],Pluviométrica,Convencional,Activa,Tolima,Ataco,3.4264,-75.4874,1679,7/15/1973,,Guaviare,Magdalena Cauca,Saldaña,Medio Saldaña,Andes,Preliminar,31.37,3.906,64.723,3.4264,-75.4874,1.374545455,2.519999981,2,3,2880.154808
22050090,Definitivo,MOLINO MURRA [22050090],Pluviométrica,Convencional,Activa,Tolima,Saldaña,3.9231,-75.0212,324,1/15/1980,,Ortega,Magdalena Cauca,Saldaña,Bajo Saldaña,Andes,Definitivo,27.38,3.321,69.299,3.9231,-75.0212,4.516363621,6.094545364,7,7,1702.227704
22050100,,GUAYABOS LOS [22050100],Pluviométrica,Convencional,Activa,Tolima,Coyaima,4.6566,-75.0969,330,11/15/1986,,Quebrada La Baja,Magdalena Cauca,Alto Magdalena,Río Totare,Andes,Preliminar,25.314,3.01,71.676,4.6566,-75.0969,2.563636303,5.567272663,6,9,1557.295832
22055020,,MESA DE POLE [22055020],Climática Ordinaria,Convencional,Activa,Tolima,Ataco,3.4558,-75.5364,699,3/15/1968,,Quebrada Mucuya,Magdalena Cauca,Saldaña,Medio Saldaña,Andes,Preliminar,38.191,20.511,41.297,3.4558,-75.5364,2.941818237,4.749090672,5,6,2589.470146
22060110,Definitivo,GUAINI [22060110],Pluviométrica,Convencional,Activa,Tolima,Chaparral,3.7177,-75.4236,746,11/15/1986,,Cno Camoa,Magdalena Cauca,Saldaña,Río Amoyá,Andes,Definitivo,49.17,5.268,45.562,3.7177,-75.4236,1.338181853,2.425454617,2,3,2682.13591
22065040,Definitivo,SAN ANTONIO QUINTA [22065040],Climática Principal,Convencional,Activa,Tolima,San Antonio,3.9069,-75.4881,1448,12/15/1971,,Guayabero,Magdalena Cauca,Saldaña,"Río Tetuán, Río Ortega",Andes,Definitivo,44.917,20.213,34.87,3.9069,-75.4881,1.294545412,1.436363578,2,2,2215.499172
22070010,Definitivo,RONCESVALLES [22070010],Pluviométrica,Convencional,Activa,Tolima,Roncesvalles,4.0066,-75.6078,2581,7/15/1962,,Calima,Magdalena Cauca,Saldaña,Rïo Cucuana,Andes,Definitivo,60.686,6.809,32.505,4.0066,-75.6078,0.785454571,0.952727258,1,1,1543.770865
22070030,,SANTA HELENA [22070030],Pluviométrica,Convencional,Activa,Tolima,Roncesvalles,4.1246,-75.4995,2606,3/15/1975,,Orinoco,Magdalena Cauca,Saldaña,Rïo Cucuana,Andes,Preliminar,41.596,5.161,53.243,4.1246,-75.4995,1.050909042,1.625454545,2,2,1885.279185
23020080,,MANZANARES [23020080],Pluviométrica,Convencional,Activa,Caldas,Manzanares,5.2656,-75.1441,1974,1/15/1970,,Negro,Magdalena Cauca,Medio Magdalena,Río Guarinó,Andes,Preliminar,62.036,0,37.964,5.2656,-75.1441,2.429090977,5.480000019,3,7,3489.446089
23020090,Preliminar,MARULANDA [23020090],Pluviométrica,Convencional,Activa,Caldas,Marulanda,5.2782,-75.2671,1700,8/15/1974,,Meta,Magdalena Cauca,Medio Magdalena,Río Guarinó,Andes,Preliminar,0,0,100,5.2782,-75.2671,2.920000076,3.887272835,5,5,1771.750996
23020100,Definitivo,VICTORIA LA [23020100],Pluviométrica,Convencional,Activa,Caldas,Victoria,5.3211,-74.9146,760,8/15/1974,,Ubate,Magdalena Cauca,Medio Magdalena,Río Guarinó,Andes,Definitivo,58.834,0,41.166,5.3211,-74.9146,2.687272787,4.858181953,4,6,4019.447081
23025040,Definitivo,ALBANIA [23025040],Climática Ordinaria,Convencional,Activa,Tolima,Mariquita,5.2857,-74.9026,788,4/15/1987,,Cusiana,Magdalena Cauca,Medio Magdalena,Río Guarinó,Andes,Definitivo,39.661,13.093,47.246,5.2857,-74.9026,2.687272787,4.858181953,4,6,3850.861776
23040070,,CANAVERAL [23040070],Pluviométrica,Convencional,Activa,Caldas,Victoria,5.3284,-74.942,189,8/15/1974,,Lenguazaque,Magdalena Cauca,Medio Magdalena,Río La Miel (Samaná),Andes,Preliminar,97.969,0,2.031,5.3284,-74.942,2.687272787,4.858181953,4,6,5000.789342
23050100,,SAN MIGUEL [23050100],Pluviométrica,Convencional,Activa,Antioquia,Sonsón,5.7308,-74.7261,1751,1/15/1980,,Pore,Magdalena Cauca,Medio Magdalena,Río La Miel (Samaná),Andes,Preliminar,49.791,0,50.209,5.7308,-74.7261,0.843636334,0.959999979,1,1,2803.22088
23055040,,SAMANA [23055040],Climática Ordinaria,Convencional,Activa,Caldas,Samaná,5.4194,-74.9992,1532,9/15/1974,,Meta,Magdalena Cauca,Medio Magdalena,Río La Miel (Samaná),Andes,Preliminar,47.82,13.105,39.075,5.4194,-74.9992,2.687272787,4.858181953,4,6,7697.32512
23060160,Definitivo,SAN PABLO [23060160],Pluviométrica,Convencional,Activa,Cundinamarca,Caparrapí,5.4851,-74.4624,1200,9/15/1974,,Gachaneca,Magdalena Cauca,Medio Magdalena,Río Negro,Andes,Definitivo,35.647,14.419,49.934,5.4851,-74.4624,2.683636427,4.894545555,5,7,2534.517208
23060180,,PENON EL [23060180],Pluviométrica,Convencional,Activa,Cundinamarca,El Peñón (Cundinamarca),5.2534,-74.2945,1400,9/15/1974,,Upia,Magdalena Cauca,Medio Magdalena,Río Negro,Andes,Preliminar,33.64,12.627,53.733,5.2534,-74.2945,2.683636427,4.894545555,5,7,2714.613416
23060200,,SUPATA [23060200],Pluviométrica,Convencional,Activa,Cundinamarca,Supata,5.0597,-74.2392,1798,9/14/1974 19:00,,0,Magdalena Cauca,Medio Magdalena,Río Negro,Andes,Preliminar,33.198,8.948,57.854,5.0597,-74.2392,2.319999933,3.956363678,4,6,2046.986949
23060260,,CHILAGUA FINCA [23060260],Pluviométrica,Convencional,Activa,Cundinamarca,Nocaima,5.0646,-74.382,1500,12/15/1987,,Garagoa,Magdalena Cauca,Medio Magdalena,Río Negro,Andes,Preliminar,31.107,13.296,55.597,5.0646,-74.382,1.596363664,2.578181744,2,3,1985.202851
23060290,Definitivo,SILENCIO EL [23060290],Pluviométrica,Convencional,Activa,Cundinamarca,Sasaima,4.9732,-74.4121,1425,3/15/1986,,Lagunilla,Magdalena Cauca,Medio Magdalena,Río Negro,Andes,Definitivo,32.171,11.898,55.931,4.9732,-74.4121,4.541818142,10.63272762,10,17,2587.764312
23070010,,CLARO DE LUNA [23070010],Pluviométrica,Convencional,Activa,Antioquia,Sonsón,5.8614,-74.762,3347,4/15/1987,,Orinoco,Magdalena Cauca,Medio Magdalena,Directos Magdalena Medio entre ríos La Miel y Nare,Andes,Preliminar,48.907,6.319,44.774,5.8614,-74.762,0.894545436,1.541818142,2,2,3003.702542
23070020,Definitivo,RIO CLARO [23070020],Pluviográfica,Convencional,Activa,Antioquia,Sonsón,5.8555,-74.8484,449,9/1/2009,,Atrato,Magdalena Cauca,Medio Magdalena,Directos Magdalena Medio entre ríos La Miel y Nare,Andes,Definitivo,46.733,0,53.267,5.8555,-74.8484,0.894545436,1.541818142,2,2,4052.347361
23080390,,SANTO DOMINGO [23080390],Pluviográfica,Convencional,Activa,Antioquia,Santo Domingo,6.4683,-75.1638,2100,4/15/1986,,Nevado,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Preliminar,73.994,0,26.006,6.4683,-75.1638,3.054545403,6.043636322,5,10,3593.977975
23080640,,MARINILLA [23080640],Pluviométrica,Convencional,Activa,Antioquia,Marinilla,6.1711,-75.328,2150,6/15/1973,,Quebrada La Cimarrona,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Preliminar,41.907,0,58.093,6.1711,-75.328,7.683636189,9.098181725,10,12,1991.545035
23080650,Definitivo,CAMPOALEGRE [23080650],Pluviométrica,Convencional,Activa,Antioquia,Carmen De Viboral,6.0738,-75.3356,1850,6/15/1973,,Orinoco,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Definitivo,73.814,0,26.186,6.0738,-75.3356,7.683636189,9.098181725,10,12,2942.205904
23080740,,CONCEPCION [23080740],Pluviométrica,Convencional,Activa,Antioquia,Concepción (Antioquia),6.3969,-75.2592,1280,5/15/1975,,Chicamocha,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Preliminar,76.466,0,23.534,6.3969,-75.2592,2.905454636,6.065454483,4,8,3300.295222
23080750,Definitivo,COCORNA [23080750],Pluviométrica,Convencional,Activa,Antioquia,Cocorná,6.0533,-75.1826,1455,5/15/1975,,Orinoco,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Definitivo,98.507,0,1.493,6.0533,-75.1826,2.276363611,3.581818104,4,6,4831.326209
23080760,Definitivo,SAN ROQUE [23080760],Pluviométrica,Convencional,Activa,Antioquia,San Roque,6.4875,-75.017,820,5/15/1975,,Monchia,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Definitivo,80.934,0,19.066,6.4875,-75.017,3.054545403,6.043636322,5,10,4190.889695
23080920,,SANTUARIO [23080920],Pluviográfica,Convencional,Activa,Antioquia,Santuario (Antioquia),6.13,-75.27,1250,5/15/1992,,0,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Preliminar,73.229,0,26.771,6.13,-75.27,7.683636189,9.098181725,10,12,2750.556876
23085030,Definitivo,ALEJANDRIA [23085030],Climática Ordinaria,Convencional,Activa,Antioquia,Alejandría,6.3763,-75.1434,1712,9/15/1988,,Quebrada La Concepcion,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Definitivo,73.79,0,26.21,6.3763,-75.1434,3.054545403,6.043636322,5,10,4864.722607
23085110,Definitivo,PENOL EL [23085110],Climática Ordinaria,Convencional,Activa,Antioquia,Peñol,6.2142,-75.2413,247,6/15/1973,,Nare,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Definitivo,50.902,15.781,33.317,6.2142,-75.2413,2.276363611,3.581818104,4,6,2684.19072
23085140,,SAN FRANCISCO [23085140],Climática Ordinaria,Convencional,Activa,Antioquia,San Francisco (Antioquia),5.9638,-75.1007,1325,6/15/1973,,Cauca,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Preliminar,58.07,0,41.93,5.9638,-75.1007,0.865454555,0.949090898,1,1,5614.935468
23085160,,CORRIENTES [23085160],Climática Ordinaria,Convencional,Activa,Antioquia,San Vicente,6.3119,-75.2536,1965,5/15/1975,,Penderisco,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Preliminar,50.34,24.453,25.206,6.3119,-75.2536,2.905454636,6.065454483,4,8,2978.169369
23085270,Definitivo,AEROPUERTO J.M. CORDOVA - AUT [23085270],Sinóptica Principal,Automática con Telemetría,Activa,Antioquia,Rionegro (Antioquia),6.17,-75.43,2157,11/27/2006,,0,Magdalena Cauca,Medio Magdalena,Río Nare,Andes,Definitivo,73.767,0,26.233,6.17,-75.43,7.683636189,9.098181725,10,12,2122.7143
23090020,,VIRGINIAS [23090020],Pluviométrica,Convencional,Activa,Antioquia,Puerto Berrío,6.3936,-74.6818,975,7/15/1976,,Chicamocha,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,Andes,Preliminar,31.107,0,68.893,6.3936,-74.6818,0.916363657,1.49454546,2,3,3063.661742
23090110,,MURILLO [23090110],Pluviométrica,Convencional,Activa,Antioquia,Puerto Berrío,6.6031,-74.3953,130,9/15/1984,,Atrato,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,Andes,Preliminar,0,0,100,6.6031,-74.3953,1.789090872,3.676363707,5,6,2745.663224
23100030,Definitivo,TIGRE EL [23100030],Pluviométrica,Convencional,Activa,Antioquia,Vegachí,6.8405,-74.7857,1450,6/15/1970,,Chicamocha,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,Andes,Definitivo,70.517,0,29.483,6.8405,-74.7857,1.75636363,2.810909033,3,4,2584.099754
23100040,Preliminar,YOLOMBO [23100040],Pluviométrica,Convencional,Activa,Antioquia,Yolombó,6.5943,-75.0109,965,4/15/1975,,Atrato,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,Andes,Preliminar,0,0,100,6.5943,-75.0109,3.218181849,4.654545307,5,6,2629.993751
23100050,,BODEGA LA [23100050],Pluviométrica,Convencional,Activa,Antioquia,Puerto Berrío,6.7158,-74.41,165,8/15/1992,,Carare,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,Andes,Preliminar,54.522,0,45.478,6.7158,-74.41,1.789090872,3.676363707,5,6,2489.544698
23110030,,PUERTO NINO [23110030],Pluviométrica,Convencional,Activa,Boyacá,Puerto Boyacá,5.9375,-74.4218,150,8/14/1974 19:00,,0,Magdalena Cauca,Medio Magdalena,Directos al Magdalena Medio entre ríos Negro,Andes,Preliminar,43.519,5.543,50.938,5.9375,-74.4218,0,0,0,0,2392.02718
23110040,Definitivo,TRIQUE EL [23110040],Pluviométrica,Convencional,Activa,Boyacá,Puerto Boyacá,5.8809,-74.5683,179,8/15/1974,,Moniquira,Magdalena Cauca,Medio Magdalena,Directos al Magdalena Medio entre ríos Negro,Andes,Definitivo,73.755,24.788,1.457,5.8809,-74.5683,2.327272654,3.167272806,4,4,2713.801347
23120010,,VERDE LA [23120010],Pluviométrica,Convencional,Activa,Santander,Cimitarra,6.4125,-73.8997,140,7/15/1976,,Onzaga,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),Andes,Preliminar,0,0,100,6.4125,-73.8997,1.367272735,1.694545507,2,2,3071.357317
23120050,,MUZO [23120050],Pluviométrica,Convencional,Activa,Boyacá,Muzo,5.5348,-74.1012,850,6/15/1958,,Meta,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),Andes,Preliminar,39.912,13.893,46.195,5.5348,-74.1012,2.960000038,3.672727346,4,4,2840.649709
23120200,,PUERTO ARAUJO ALERTAS [23120200],Pluviométrica,Convencional,Activa,Santander,Cimitarra,6.5339,-74.0825,118,10/15/1979,,Mogoticos,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),Andes,Preliminar,70.505,0,29.495,6.5339,-74.0825,1.287272692,2.221818209,2,3,3103.019187
23120210,Definitivo,COPER [23120210],Pluviométrica,Convencional,Activa,Boyacá,Coper,5.4747,-74.0459,190,8/15/1980,,Andagueda,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),Andes,Definitivo,56.54,0,43.46,5.4747,-74.0459,1.898181796,2.272727251,3,3,3491.279037
23120220,Preliminar,PRADERA LA [23120220],Pluviométrica,Convencional,Activa,Santander,Jesús María,5.8708,-73.9133,2590,8/15/1980,,Surba,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),Andes,Preliminar,0,0,100,5.8708,-73.9133,3.585454464,4.385454655,5,5,2429.645546
23120240,Definitivo,PAIME [23120240],Pluviométrica,Convencional,Activa,Cundinamarca,Paime,5.3714,-74.1546,138,11/15/1958,,Gacheta,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),Andes,Definitivo,45.478,22.614,31.908,5.3714,-74.1546,1.898181796,2.272727251,3,3,2423.906454
23120250,Definitivo,BORBUR 2 [23120250],Pluviométrica,Convencional,Activa,Boyacá,San Pablo De Borbur,5.6496,-74.0687,681,2/15/1975,,Minero,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),Andes,Definitivo,63.517,19.508,16.975,5.6496,-74.0687,2.960000038,3.672727346,4,4,2297.043445
23125080,Definitivo,OTANCHE [23125080],Climática Ordinaria,Convencional,Activa,Boyacá,Otanche,5.6617,-74.1846,1100,3/15/1975,,Quebrada Yerbabuena,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),Andes,Definitivo,46.96,0,53.04,5.6617,-74.1846,2.960000038,3.672727346,4,4,3509.631213
23125090,,PAUNA [23125090],Meteorológica Especial,Convencional,Activa,Boyacá,Pauna,5.6495,-73.981,1225,3/15/1993,,Minero,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),Andes,Preliminar,69.466,0,30.534,5.6495,-73.981,2.967272758,6.71272707,6,10,2447.284491
23125120,,CIMITARRA [23125120],Climática Ordinaria,Convencional,Activa,Santander,Cimitarra,6.3086,-73.9522,198,4/15/1975,,Penderisco,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),Andes,Preliminar,0,0,100,6.3086,-73.9522,1.367272735,1.694545507,2,2,2432.287737
23125140,,AEROPUERTO FURATENA  - AUT [23125140],Climática Ordinaria,Automática con Telemetría,Activa,Boyacá,Quípama,5.5208,-74.1824,1250,5/14/1991 19:00,,0,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),Andes,Preliminar,0,0,100,5.5208,-74.1824,2.960000038,3.672727346,4,4,2727.679955
