gauge_code,quality_flag,name,category,tecnology,operation,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,stream,hidrographic_area,hidrographic_zone,hidrographic_subzone,nat_region,flag_ind,p_def,p_rev,p_prel,lat,long,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,map
25020480,,PAJAROS  LOS [25020480],Pluviográfica,Convencional,Activa,Córdoba,Ayapel,8.3406,-74.8678,25,10/15/1968,,Bzo Morales,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,0,6.009,93.991,8.3406,-74.8678,0.563636363,0.800000012,1,1,2431.335074
25020500,,VILLA CECILIA HACIENDA [25020500],Pluviométrica,Convencional,Activa,Sucre,Sucre (Sucre),8.8161,-74.7294,50,5/15/1968,,Magdalena,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,15.124,3.667,81.209,8.8161,-74.7294,1.778181791,2.534545422,3,3,2535.993138
25020530,Preliminar,LA ILUSION [25020530],Pluviométrica,Convencional,Activa,Antioquia,Caucasia,8.0255,-75.0898,500,5/15/1970,,0,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,0,0,100,8.0255,-75.0898,0.927272737,1.618181825,2,2,2176.463882
25020660,,ZAPATOZA [25020660],Pluviométrica,Convencional,Activa,Cesar,Curumaní,9.0098,-73.754,90,9/15/1972,,Catatumbo,Magdalena Cauca,Cesar,Bajo Cesar,Caribe,Preliminar,18.206,21.443,60.351,9.0098,-73.754,1.116363645,1.589090943,2,2,2081.863931
25020690,,POPONTE [25020690],Pluviométrica,Convencional,Activa,Cesar,Curumaní,9.4233,-73.4109,500,9/15/1972,,Bzo Mompos,Magdalena Cauca,Cesar,Bajo Cesar,Andes,Preliminar,32.887,0,67.113,9.4233,-73.4109,1.327272773,1.770909071,2,2,2022.140515
25020700,Definitivo,APARTADA LA [25020700],Pluviométrica,Convencional,Activa,Córdoba,La Apartada,8.0531,-75.3386,50,11/15/1973,,Canal Oroque,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Definitivo,25.708,9.067,65.225,8.0531,-75.3386,2.043636322,2.425454617,3,3,2029.746219
25020710,Definitivo,CINTURA [25020710],Pluviométrica,Automática con Telemetría,Activa,Córdoba,Pueblo Nuevo,8.42,-75.2739,25,11/15/1973,,Santa Cruz,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Definitivo,71.76,24.31,3.93,8.42,-75.2739,0.560000002,0.792727292,1,1,2102.320313
25020720,,JOBO EL TABLON [25020720],Pluviométrica,Convencional,Activa,Córdoba,Sahagún,8.6372,-75.3836,130,11/15/1973,,San Juan D Uraba,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,15.721,9.461,74.818,8.6372,-75.3836,1.799999952,2.5090909,3,3,1723.896835
25020750,,TABLITAS LAS [25020750],Pluviométrica,Convencional,Activa,Sucre,San Benito Abad,9.0114,-75.1689,60,11/15/1973,,Catatumbo,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,21.085,7.753,71.162,9.0114,-75.1689,1.607272744,2.429090977,3,3,1604.600204
25020760,Definitivo,SANTIAGO APOSTOL [25020760],Pluviométrica,Convencional,Activa,Sucre,San Benito Abad,9.0047,-74.9406,25,11/15/1973,,Catatumbo,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Definitivo,71.903,26.162,1.935,9.0047,-74.9406,2.00363636,2.592727184,3,3,1630.075164
25020790,Definitivo,PALMARITO [25020790],Pluviométrica,Convencional,Activa,Sucre,Majagual,8.7189,-74.7178,50,3/15/1974,,San Juan D Uraba,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Definitivo,69.753,22.9,7.347,8.7189,-74.7178,2.807272673,3.930909157,5,5,2717.262064
25020810,Preliminar,ASTILLEROS [25020810],Pluviométrica,Convencional,Activa,Bolívar,San Jacinto Del Cauca,8.2913,-74.6057,40,4/15/1974,,Cno Carate,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,26.138,0,73.862,8.2913,-74.6057,3.854545355,5.647272587,6,7,4252.328119
25020820,,ZAPATA [25020820],Pluviométrica,Convencional,Activa,Sucre,Majagual,8.6028,-74.6997,50,4/15/1974,,Tibu,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,0,7.717,92.283,8.6028,-74.6997,2.807272673,3.930909157,5,5,2071.280026
25020860,Definitivo,FRONTERA LA HACIENDA [25020860],Pluviométrica,Convencional,Activa,Sucre,Buenavista (Sucre),9.3594,-74.9408,100,5/15/1974,,Bzo De Loba,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Definitivo,91.542,5.101,3.357,9.3594,-74.9408,1.174545407,1.603636384,2,2,1391.469612
25020870,,PLAYITAS [25020870],Pluviométrica,Convencional,Activa,Bolívar,San Martín De Loba,8.8228,-73.9658,40,9/15/1974,,Cno Tapoa,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Andes,Preliminar,14.108,4.086,81.806,8.8228,-73.9658,1.196363688,2.232727289,2,3,1979.369264
25020880,,BARRANCO DE LOBA [25020880],Pluviométrica,Convencional,Activa,Bolívar,Barranco De Loba,8.9467,-74.1106,25,9/15/1974,,Cno Aguas Prieta,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,36.746,0,63.254,8.9467,-74.1106,1.134545445,1.585454583,2,2,2462.911161
25020890,,CHILLOA [25020890],Pluviométrica,Convencional,Activa,Bolívar,Margarita,9.1194,-74.2219,20,9/15/1974,,(Chicagua)Magdalena,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,17.441,8.589,73.97,9.1194,-74.2219,2.276363611,3.236363649,4,4,1954.662572
25020900,,SAN SEBASTIAN [25020900],Pluviométrica,Convencional,Activa,Magdalena,San Sebastián De Buenavista,9.2339,-74.3558,65,1/15/1974,,Cga. Sur,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,11.086,25.756,63.159,9.2339,-74.3558,2.156363726,2.952727318,4,4,1502.88165
25020940,Definitivo,VILLANUEVA [25020940],Pluviométrica,Convencional,Activa,Sucre,Guaranda,8.3328,-74.7356,45,4/15/1974,,Surata,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Definitivo,19.998,0,80.002,8.3328,-74.7356,3.854545355,5.647272587,6,7,3437.461008
25020970,Preliminar,ARENAL [25020970],Pluviométrica,Convencional,Activa,Bolívar,Arenal,8.4594,-73.9411,74,8/15/1974,,Sinu,Magdalena Cauca,Medio Magdalena,Directos al Magdalena (Brazo Morales),Andes,Preliminar,0,0,100,8.4594,-73.9411,0.832727253,0.923636377,1,1,1133.719825
25020980,Preliminar,CAIMITO [25020980],Pluviométrica,Convencional,Activa,Sucre,Caimito,8.7908,-75.1244,20,11/15/1973,,Canalete,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,0,25.278,74.722,8.7908,-75.1244,1.24000001,1.25090909,3,3,1383.107911
25020990,,HATO NUEVO [25020990],Pluviométrica,Convencional,Activa,Sucre,Corozal,9.1783,-75.1903,80,11/15/1973,,Ay Mancomojan,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,16.139,5.877,77.984,9.1783,-75.1903,1.607272744,2.429090977,3,3,1744.718504
25021000,,GALERAS [25021000],Pluviométrica,Convencional,Activa,Sucre,Galeras,9.165,-75.0508,70,11/15/1973,,Peralonso,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,17.513,5.244,77.243,9.165,-75.0508,1.607272744,2.429090977,3,3,1519.417138
25021020,,TIERRA GRATA [25021020],Pluviométrica,Convencional,Activa,Magdalena,Santa Bárbara De Pinto,9.4367,-74.7392,25,5/15/1974,,Magdalena,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,11.349,14.682,73.97,9.4367,-74.7392,1.065454602,1.596363664,2,2,1157.731552
25021030,,SAN ZENON [25021030],Pluviométrica,Convencional,Activa,Magdalena,San Zenón,9.2475,-74.5019,25,5/15/1974,,Magdalena(Loba),Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,25.529,0.37,74.101,9.2475,-74.5019,3.24727273,4.538181782,6,6,2219.75091
25021040,,MENCHIQUEJO [25021040],Pluviométrica,Convencional,Activa,Magdalena,El Banco,9.1881,-74.0442,25,9/15/1974,,Cno Lobita,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,14.801,3.811,81.388,9.1881,-74.0442,2.276363611,3.236363649,4,4,2051.404204
25021090,,SANTA ROSA [25021090],Pluviométrica,Convencional,Activa,Bolívar,San Fernando,9.0933,-74.3139,40,10/15/1974,,Bzo De Loba,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,28.587,14.562,56.851,9.0933,-74.3139,2.156363726,2.952727318,4,4,1919.310303
25021180,Definitivo,SANTA CRUZ [25021180],Pluviométrica,Convencional,Activa,Bolívar,Mompós,9.0783,-74.6889,20,3/15/1974,,Magdalena(Mompox),Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Definitivo,99.63,0.012,0.358,9.0783,-74.6889,3.24727273,4.538181782,6,6,2289.017171
25021200,,NEGRITOS LOS [25021200],Pluviométrica,Convencional,Activa,Magdalena,El Banco,9.0267,-74.0794,26,7/15/1976,,Ay Corozal,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,29.698,25.851,44.451,9.0267,-74.0794,2.276363611,3.236363649,4,4,2547.045282
25021210,,TREMENTINO [25021210],Pluviométrica,Convencional,Activa,Córdoba,Sahagún,8.82,-75.47,136,11/15/1973,,0,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,13.678,5.83,80.492,8.82,-75.47,1.374545455,1.763636351,2,2,1560.31911
25021240,,CHIMICHAGUA [25021240],Pluviométrica,Convencional,Activa,Cesar,Chimichagua,9.2601,-73.8099,138,7/15/1972,,Canal Rio Frio,Magdalena Cauca,Cesar,Bajo Cesar,Caribe,Preliminar,19.783,0,80.217,9.2601,-73.8099,2.185454607,2.712727308,3,3,2060.58676
25021260,,BARRANCO DE YUCA [25021260],Pluviométrica,Convencional,Activa,Bolívar,Magangué,9.1739,-74.8508,70,10/15/1976,,Cno Chicagua,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,14.479,5.364,80.158,9.1739,-74.8508,2.00363636,2.592727184,3,3,1384.962607
25021270,,CANDELARIA [25021270],Pluviométrica,Convencional,Activa,Bolívar,Mompós,9.0731,-74.5256,20,10/15/1976,,Magdalena(Mompox),Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,18.982,4.719,76.299,9.0731,-74.5256,3.24727273,4.538181782,6,6,2220.376276
25021280,,COYONGAL [25021280],Pluviométrica,Convencional,Activa,Bolívar,Pinillos,8.97,-74.51,20,3/15/1979,,0,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,41.656,0.012,58.332,8.97,-74.51,1.778181791,2.534545422,3,3,2402.185012
25021290,Definitivo,JOLON EL [25021290],Pluviométrica,Convencional,Activa,Bolívar,San Fernando,9.1014,-74.4089,25,10/15/1976,,Cno Lobita,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Definitivo,69.024,5.889,25.087,9.1014,-74.4089,2.156363726,2.952727318,4,4,1899.734634
25021300,,LIMON EL [25021300],Pluviométrica,Convencional,Activa,Bolívar,Cicuco,9.2739,-74.6464,20,10/15/1976,,Lago La Pastora,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,16.569,3.464,79.967,9.2739,-74.6464,1.065454602,1.596363664,2,2,1589.295667
25021310,,POZON EL [25021310],Pluviométrica,Convencional,Activa,Bolívar,Hatillo De Loba,9.0042,-74.4058,20,10/15/1976,,Catatumbo,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,31.49,9.067,59.443,9.0042,-74.4058,2.156363726,2.952727318,4,4,2412.877184
25021320,Definitivo,EL SUDAN [25021320],Pluviométrica,Convencional,Activa,Bolívar,Tiquisio (Puerto Rico),8.64,-74.21,23,10/15/1976,,0,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Directos Bajo Cauca - Cga La Raya entre río Nechí,Caribe,Definitivo,71.604,17.8,10.596,8.64,-74.21,0.563636363,0.785454571,1,1,1614.442023
25021330,,GUAYMARAL [25021330],Pluviométrica,Convencional,Activa,Bolívar,Mompós,9.1154,-74.6135,20,10/15/1976,,(Chicagua)Magdalena,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,17.214,5.137,77.649,9.1154,-74.6135,3.24727273,4.538181782,6,6,2153.578578
25021340,,ESPERANZA LA [25021340],Pluviométrica,Convencional,Activa,Bolívar,Cicuco,9.2492,-74.7361,18,9/15/1958,,Magdalena(Loba),Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,13.917,6.176,79.907,9.2492,-74.7361,3.24727273,4.538181782,6,6,1822.36459
25021350,,MOMPOS [25021350],Pluviométrica,Convencional,Activa,Bolívar,Mompós,9.2628,-74.4356,20,10/15/1976,,Canal Rio Frio,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,42.779,0,57.221,9.2628,-74.4356,1.327272773,1.49454546,2,2,1507.414881
25021360,Definitivo,CAMPO ALEGRE [25021360],Pluviométrica,Convencional,Activa,Sucre,Sucre (Sucre),8.9247,-74.7119,20,4/15/1974,,Bzo Quitasol,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Definitivo,18.528,10.656,70.816,8.9247,-74.7119,1.778181791,2.534545422,3,3,2330.49408
25021370,,SAN LUIS [25021370],Pluviométrica,Convencional,Activa,Sucre,Sucre (Sucre),8.8817,-74.7081,20,7/15/1976,,Cno Aguas Prieta,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,25.505,6.738,67.758,8.8817,-74.7081,1.778181791,2.534545422,3,3,2452.514372
25021380,,SAN ROQUE ALERTAS [25021380],Pluviométrica,Convencional,Activa,Magdalena,El Banco,9.07,-74.15,24,5/15/1980,,0,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,20.093,7.729,72.178,9.07,-74.15,2.276363611,3.236363649,4,4,2095.931333
25021480,Definitivo,ESPERANZA LA RADIO [25021480],Pluviométrica,Convencional,Activa,Antioquia,Nechí,8.03,-74.79,31,3/15/1979,,0,Magdalena Cauca,Nechí,Directos al Bajo Nechí (mi),Caribe,Definitivo,99.677,0,0.323,8.03,-74.79,1.814545512,2.923636436,3,4,4737.722263
25021500,Definitivo,PUEBLITO EL [25021500],Pluviométrica,Convencional,Activa,Magdalena,Santa Ana,9.5812,-74.3523,35,10/15/1976,,Cesar,Magdalena Cauca,Bajo Magdalena,Ríos Chimicuica y Corozal,Caribe,Definitivo,22.028,13.093,64.879,9.5812,-74.3523,1.385454535,1.778181791,2,2,1206.848933
25021540,Definitivo,AGUADAS LAS ALERTA [25021540],Pluviométrica,Convencional,Activa,Bolívar,San Martín De Loba,8.95,-74.05,30,11/15/1978,,0,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Definitivo,17.358,9.425,73.217,8.95,-74.05,1.134545445,1.585454583,2,2,2248.456669
25021560,,ISLA DEL COCO [25021560],Pluviométrica,Convencional,Activa,Sucre,Sucre (Sucre),8.9028,-74.7986,20,4/15/1974,,Canal San Carlos,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,19.854,9.951,70.195,8.9028,-74.7986,0.5090909,0.621818185,1,1,2128.341086
25021600,,APURE [25021600],Pluviométrica,Convencional,Activa,Magdalena,Plato,9.8725,-74.5804,85,7/15/1982,,Ay Mesa,Magdalena Cauca,Bajo Magdalena,Ríos Chimicuica y Corozal,Caribe,Preliminar,15.888,0,84.112,9.8725,-74.5804,0.581818163,0.825454533,1,1,1422.644705
25021610,,AGRADO EL [25021610],Pluviométrica,Convencional,Activa,Magdalena,Plato,9.6857,-74.5049,100,6/15/1982,,Quebrada El Callao,Magdalena Cauca,Bajo Magdalena,Ríos Chimicuica y Corozal,Caribe,Preliminar,13.642,2.521,83.837,9.6857,-74.5049,1.094545484,1.556363583,2,2,1458.805271
25021620,,IRAN [25021620],Pluviométrica,Convencional,Activa,Magdalena,Nueva Granada,9.6838,-74.3222,80,6/15/1982,,Quebrada El Callao,Magdalena Cauca,Bajo Magdalena,Ríos Chimicuica y Corozal,Caribe,Preliminar,12.209,0,87.791,9.6838,-74.3222,1.385454535,1.778181791,2,2,1454.805595
25021630,,NUEVA GRANADA [25021630],Pluviométrica,Convencional,Activa,Magdalena,Nueva Granada,9.8018,-74.3886,110,6/15/1982,,Lago La Pelona,Magdalena Cauca,Bajo Magdalena,Ríos Chimicuica y Corozal,Caribe,Preliminar,12.113,0,87.887,9.8018,-74.3886,0.614545465,0.621818185,1,1,1291.370466
25021640,Definitivo,SANTA ISABEL [25021640],Pluviométrica,Convencional,Activa,Cesar,Pelaya,8.7128,-73.7026,40,11/15/1984,,Cauca,Magdalena Cauca,Cesar,Bajo Cesar,Caribe,Definitivo,73.181,21.825,4.993,8.7128,-73.7026,1.25818181,1.363636374,2,2,1900.555432
25021650,,YUCAL EL [25021650],Pluviométrica,Convencional,Activa,Cesar,Astrea,9.5574,-73.8762,40,11/15/1984,,Ay Pechelin,Magdalena Cauca,Cesar,Río Ariguaní,Caribe,Preliminar,22.936,20.846,56.218,9.5574,-73.8762,1.127272725,1.607272744,2,2,1692.971087
25025000,,EL DIFICIL - AUT [25025000],Climática Principal,Automática con Telemetría,Activa,Magdalena,Ariguaní (El Dificil),9.912,-74.0858,120,5/5/2013,,Vaupes,Magdalena Cauca,Cesar,Río Ariguaní,Caribe,Preliminar,15.386,0,84.614,9.912,-74.0858,1.170909047,1.407272696,2,2,1253.397896
25025020,,MONTERREY FORESTAL [25025020],Climática Principal,Convencional,Activa,Bolívar,Zambrano,9.7317,-74.8381,25,1/15/1987,,Maracas,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,18.05,0,81.95,9.7317,-74.8381,2.538181782,3.934545517,4,5,916.7015039
25025030,Definitivo,AYAPEL - AUT [25025030],Meteorológica Especial,Automática con Telemetría,Activa,Córdoba,Ayapel,8.2951,-75.1646,20,12/11/2014,,Magdalena,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Definitivo,0,46.434,53.566,8.2951,-75.1646,1.232727289,1.472727299,2,2,2255.941706
25025190,,PLANETA RICA  - AUT [25025190],Climática Ordinaria,Automática con Telemetría,Activa,Córdoba,Planeta Rica,8.3993,-75.5837,90,11/14/1973 19:00,,0,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,24.692,0,75.308,8.3993,-75.5837,1.178181767,1.549090862,2,2,1532.282373
25025270,Definitivo,UNISUCRE [25025270],Agrometeorológica,Convencional,Activa,Sucre,Sampués,9.3164,-75.3875,160,9/15/1983,,Cno Chicagua,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Definitivo,61.689,0,38.311,9.3164,-75.3875,3.792727232,4.930909157,7,7,1356.515674
25027410,,REGIDOR [25027410],Limnimétrica,Convencional,Activa,Bolívar,Regidor,8.6663,-73.8208,35,4/15/1973,,Magdalena,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,0,0,100,8.6663,-73.8208,1.25818181,2.021818161,2,3,1264.950422
25027530,,BARBOSA [25027530],Limnimétrica,Convencional,Activa,Bolívar,Magangué,9.0225,-74.6367,19,9/15/1973,,Magdalena (Loba),Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,27.046,10.142,62.812,9.0225,-74.6367,3.24727273,4.538181782,6,6,2911.425644
25027630,,RIO NUEVO [25027630],Limnimétrica,Convencional,Activa,Bolívar,Barranco De Loba,8.8097,-74.2544,23,8/15/1971,,Magdalena,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,Caribe,Preliminar,24.907,0.406,74.686,8.8097,-74.2544,1.909090877,2.349090815,3,3,2956.530247
25027910,,LA RAYA [25027910],Limnimétrica,Convencional,Activa,Bolívar,San Jacinto Del Cauca,8.3446,-74.5612,1600,3/15/1975,,Cno Caribona,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Caribe,Preliminar,27.117,0,72.883,8.3446,-74.5612,3.854545355,5.647272587,6,7,4946.858162
26010020,Definitivo,COCONUCO [26010020],Pluviométrica,Convencional,Activa,Cauca,Puracé (Coconuco),2.3434,-76.4955,2419,11/15/1946,,Estanquillo,Magdalena Cauca,Cauca,Alto Río Cauca,Andes,Definitivo,73.755,0,26.245,2.3434,-76.4955,2.570909023,3.378181934,4,4,1681.467736
26010030,Definitivo,PURACE [26010030],Pluviométrica,Convencional,Activa,Cauca,Puracé (Coconuco),2.3809,-76.4548,2652,5/15/1959,,Negro,Magdalena Cauca,Cauca,Alto Río Cauca,Andes,Definitivo,63.242,0,36.758,2.3809,-76.4548,2.570909023,3.378181934,4,4,1863.965057
26020020,Definitivo,SILVIA PTA ELECTRI [26020020],Pluviométrica,Convencional,Activa,Cauca,Silvia,2.6247,-76.3491,2446,11/15/1946,,Piendamo,Magdalena Cauca,Cauca,Río Piendamo,Andes,Definitivo,22.315,0,77.685,2.6247,-76.3491,1.941818237,2.512727261,3,3,1304.225282
26020030,Definitivo,PIENDAMO [26020030],Pluviométrica,Convencional,Activa,Cauca,Piendamó,2.6427,-76.5361,1872,12/15/1946,,Yaguara,Magdalena Cauca,Cauca,Río Piendamo,Andes,Definitivo,27.38,0,72.62,2.6427,-76.5361,2.770909071,4.880000114,4,6,2219.579512
26020130,Definitivo,TOTORO [26020130],Pluviométrica,Convencional,Activa,Cauca,Totoró,2.5418,-76.4188,2427,10/15/1985,,Palace,Magdalena Cauca,Cauca,Río Palacé,Andes,Definitivo,21.969,0,78.031,2.5418,-76.4188,1.941818237,2.512727261,3,3,1763.099858
26020160,Definitivo,CATALINA LA [26020160],Pluviométrica,Convencional,Activa,Cauca,Buenos Aires,2.9452,-76.6518,1441,1/15/1972,,Ariari,Magdalena Cauca,Cauca,Río Quinamayo y otros directos al Cauca,Andes,Definitivo,45.096,0,54.904,2.9452,-76.6518,3.047272682,3.530909061,4,4,2506.280917
26020180,Definitivo,SATE [26020180],Pluviométrica,Convencional,Activa,Cauca,Popayán,2.4963,-76.6384,1742,5/15/1970,,Hondo,Magdalena Cauca,Cauca,Alto Río Cauca,Andes,Definitivo,43.567,0,56.433,2.4963,-76.6384,3.650909185,5.559999943,5,7,2403.643873
26020220,Definitivo,MORALES [26020220],Pluviométrica,Convencional,Activa,Cauca,Morales (Cauca),2.7694,-76.6242,1692,4/15/1971,,Iquira,Magdalena Cauca,Cauca,Río Ovejas,Andes,Definitivo,72.799,0,27.201,2.7694,-76.6242,3.047272682,3.530909061,4,4,2574.508341
26020230,Definitivo,ROSARIO EL [26020230],Pluviométrica,Convencional,Activa,Cauca,Cajibío,2.6066,-76.7561,1767,4/15/1971,,Cravo Sur,Magdalena Cauca,Cauca,Río Palacé,Andes,Definitivo,46.745,0,53.255,2.6066,-76.7561,2.287272692,2.720000029,4,4,3143.626286
26020250,Definitivo,MONDOMO [26020250],Pluviométrica,Convencional,Activa,Cauca,Santander De Quilichao,2.9037,-76.547,1397,3/15/1971,,Cno Pororio,Magdalena Cauca,Cauca,Río Ovejas,Andes,Definitivo,36.483,0,63.517,2.9037,-76.547,3.047272682,3.530909061,4,4,2061.495524
26020320,Definitivo,TERMALES PILIMBALA [26020320],Pluviométrica,Convencional,Activa,Cauca,Puracé (Coconuco),2.3631,-76.4041,3482,10/15/1970,,Timbio,Magdalena Cauca,Cauca,Alto Río Cauca,Andes,Definitivo,51.093,0,48.907,2.3631,-76.4041,2.570909023,3.378181934,4,4,1663.98592
26020390,,OVEJAS ABAJO ALERT [26020390],Pluviométrica,Convencional,Activa,Cauca,Buenos Aires,2.8538,-76.5886,1546,10/15/1979,,Cno Leon,Magdalena Cauca,Cauca,Río Ovejas,Andes,Preliminar,25.851,0,74.149,2.8538,-76.5886,3.047272682,3.530909061,4,4,2078.708023
26020460,Definitivo,POLINDARA [26020460],Pluviométrica,Convencional,Activa,Cauca,Totoró,2.4876,-76.4047,2507,10/15/1984,,Hondo,Magdalena Cauca,Cauca,Río Palacé,Andes,Definitivo,23.761,0,76.239,2.4876,-76.4047,2.570909023,3.378181934,4,4,1473.142238
26025090,Definitivo,VENTA DE CAJIBIO [26025090],Climática Ordinaria,Convencional,Activa,Cauca,Cajibío,2.5848,-76.5618,185,11/15/1972,,Guayabero,Magdalena Cauca,Cauca,Río Palacé,Andes,Definitivo,44.762,0,55.238,2.5848,-76.5618,2.770909071,4.880000114,4,6,2292.101809
26025100,Definitivo,TUNIA [26025100],Climática Ordinaria,Convencional,Activa,Cauca,Piendamó,2.6745,-76.5263,1822,3/15/1989,,Teatinos,Magdalena Cauca,Cauca,Río Ovejas,Andes,Definitivo,39.505,0,60.495,2.6745,-76.5263,2.770909071,4.880000114,4,6,2106.29805
26030070,Definitivo,DINDE [26030070],Pluviométrica,Convencional,Activa,Cauca,Cajibío,2.6974,-76.7547,1246,12/15/1975,,Teatinos,Magdalena Cauca,Cauca,Rio Salado y otros directos Cauca,Andes,Definitivo,97.647,0,2.353,2.6974,-76.7547,2.287272692,2.720000029,4,4,2979.023667
26030090,Definitivo,REMOLINO [26030090],Pluviométrica,Convencional,Activa,Cauca,El Tambo (Cauca),2.515,-76.8297,1628,9/14/1979 19:00,,0,Magdalena Cauca,Cauca,Rio Salado y otros directos Cauca,Andes,Definitivo,45.335,0,54.665,2.515,-76.8297,2.287272692,2.720000029,4,4,1946.856225
