date,gauge_code,pcp,quality_flag,name,category,tecnology,operation,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,stream,hidrographic_area,hidrographic_zone,hidrographic_subzone,year,month,day,nat_region,flag_ind,pcp_ideam,p_na,p_sd,p_sd_q,p_def,p_rev,p_prel,lat,long,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,kge_chirp_v2,r_chirp_v2,B_chirp_v2,G_chirp_v2,kge_chirp_v3,r_chirp_v3,B_chirp_v3,G_chirp_v3,kge_chirps_v2,r_chirps_v2,B_chirps_v2,G_chirps_v2,kge_chirps_v3,r_chirps_v3,B_chirps_v3,G_chirps_v3,rmse_chirpv2,rmse_chirpv3,rmse_chirpsv2,rmse_chirpsv3
1/1/1990,11070020,0.2,Preliminar,ROBLE EL [11070020],Pluviométrica,Convencional,Activa,Antioquia,Urrao,6.3322,-76.2286,250,3/15/1977,"",Penderisco,Caribe,Atrato - Darién,Río Murrí,1990,1,1,Andes,Preliminar,0.2,0.096,1.828,1.828,0,0,100,6.3322,-76.2286,1.77090907096863,2.33818173408508,3,3,-0.320952047003506,-0.0477276745563458,1.43770106974625,0.325019404727443,-0.352943924862234,-0.275485140058421,1.27891737296085,0.645317014261475,0.319295152662851,0.60916337187284,1.37789386054527,0.590363515461968,0.273330948401137,0.51557780669292,1.29573389784332,0.546210940138986,305.238703373562,257.648395061928,254.334835704333,214.372096957127
1/1/1990,11070030,0,Preliminar,CLARITA LA [11070030],Pluviométrica,Convencional,Activa,Antioquia,Urrao,6.5394,-76.1586,2150,3/15/1977,"",Mogoticos,Caribe,Atrato - Darién,Río Murrí,1990,1,1,Andes,Preliminar,0,2.318,5.591,5.591,0,11.612,88.388,6.5394,-76.1586,1.44727277755737,1.72363638877869,2,2,-0.392413040665049,-0.23418862661426,0.712915376604654,0.422786929496526,-0.260869027706405,-0.246726350116337,1.00266125753467,0.811699626492067,0.453293557153656,0.653009078429949,0.73445581046712,0.6714098017241,0.442257988793239,0.662707130158081,1.01726112776632,0.556139971965261,411.126312264989,310.397102342455,351.251632760056,164.373190701636
1/1/1990,11080010,5,Preliminar,BELLAVISTA [11080010],Climática Ordinaria,Automática con Telemetría,Activa,Chocó,Bojayá (Bellavista),6.5592,-76.8854,15,7/14/1966 19:00,"",0,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),1990,1,1,Pacifico,Preliminar,5,0.585,3.022,3.022,0,0,100,6.5592,-76.8854,0.592727243900299,0.818181812763214,1,1,-0.493408817900064,-0.412803856055951,1.01474343571601,0.516225473181576,-0.355157126352416,-0.325685884709687,1.06800413023458,0.727267144523671,-0.0967239847514796,-0.0320949164140691,1.13274552155716,0.653644389755388,0.268568405583055,0.341996587093092,1.12837515526607,0.70752178641036,305.429132266458,351.75999764006,347.901030090557,302.282207538189
1/1/1990,11090010,"","",OPOGADO [11090010],Pluviométrica,Convencional,Activa,Chocó,Bojayá (Bellavista),6.8125,-76.9727,50,4/15/1977,"",Chicamocha,Caribe,Atrato - Darién,Río Napipí - Río Opogadó,1990,1,1,Pacifico,Preliminar,0,2.556,6.654,5.161,65.5,0,34.5,6.8125,-76.9727,0.596363663673401,0.825454533100128,1,1,-0.308452427236712,-0.140986878444438,0.902872529892853,0.366941588706188,-0.112952686724134,-0.0462813539390491,1.0729337534877,0.627656504168349,0.0968964543654095,0.226951659576793,0.957356432641489,0.535055053076566,0.111034369476813,0.207853218296161,1.10571567409976,0.610657522562242,290.647580692692,304.978426100277,243.975678863354,294.144218431168
1/1/1990,11110010,"","",NORMAL SANTA TERESA [11110010],Pluviométrica,Convencional,Activa,Antioquia,Frontino,6.7633,-76.1336,1370,1/15/1969,"",Chicamocha,Caribe,Atrato - Darién,Río Sucio,1990,1,1,Andes,Preliminar,0,0.131,1.84,1.84,0,0,100,6.7633,-76.1336,2.01454544067383,2.37454533576965,3,3,-0.226034257620262,-0.0443183065400586,0.976538167511979,0.35812086971138,-0.168213638158012,-0.117593084348787,1.1058934507235,0.676742549524353,0.393847101242429,0.642694323242624,1.05254892912438,0.513181142438956,0.333026964079458,0.613095299376294,1.17650033376825,0.486185426968016,205.93804533739,266.765277026366,154.000421407489,211.574372752171
1/1/1990,11110020,3,Definitivo,ABRIAQUI [11110020],Pluviográfica,Automática con Telemetría,Activa,Antioquia,Abriaquí,6.6425,-76.075,1920,12/14/1974 19:00,"",0,Caribe,Atrato - Darién,Río Sucio,1990,1,1,Andes,Definitivo,3,0.49,2.389,0.98,99.51,0,0.49,6.6425,-76.075,1.44727277755737,1.72363638877869,2,2,-0.368442754000034,-0.274418696744894,0.888066657849582,0.514239273636413,-0.320798543992237,-0.31982425349793,0.950597197638233,1.01149333761131,0.740023264892811,0.813660892497151,0.945247096931107,0.827177086537798,0.634321965272298,0.7663280906596,1.01159117856545,0.718959952236358,173.130790410217,196.028096727012,83.8148572132293,77.9822859567819
1/1/1990,11110030,0,Preliminar,FUEMIA [11110030],Pluviométrica,Convencional,Activa,Antioquia,Frontino,6.8581,-76.2522,905,3/15/1977,"",La Colorada,Caribe,Atrato - Darién,Río Sucio,1990,1,1,Andes,Preliminar,0,0.729,2.748,2.748,0,0,100,6.8581,-76.2522,0.585454523563385,0.821818172931671,1,1,-0.843499246180643,0.389971829250945,2.54957869284088,0.209328781189866,-0.0786094974347247,0.386659737730358,1.61879784512506,0.364153007788837,-0.929823156077951,0.00444761080969585,2.52852256102349,0.370149514127106,-0.147930870905894,0.311954467225527,1.63913050661232,0.339810008614692,598.571679973287,263.399988859252,604.352010554552,272.399353767587
1/1/1990,11115020,0,Definitivo,CAÑASGORDAS  - AUT [11115020],Climática Ordinaria,Automática con Telemetría,Activa,Antioquia,Cañasgordas,6.758,-76.0297,1294,7/14/1973 19:00,"",0,Caribe,Atrato - Darién,Río Sucio,1990,1,1,Andes,Definitivo,0,4.575,10.739,9.533,73.671,0,26.329,6.758,-76.0297,2.01454544067383,2.37454533576965,3,3,-0.296493891721924,-0.180031645966338,0.774692164230575,0.512498097510243,-0.228972167495493,-0.228928394244133,0.994712911243059,0.991076043949922,0.595960733735112,0.668993881415111,0.859865564224145,0.815487078899558,0.551248552246346,0.659169720160734,1.07228146240778,0.71717855032215,246.491411284541,201.39088408148,156.033235655759,116.9430384783
1/1/1990,11115040,"","",MUSINGA [11115040],Climática Ordinaria,Convencional,Activa,Antioquia,Frontino,6.778,-76.2033,1396,8/15/1984,"",Opon,Caribe,Atrato - Darién,Río Sucio,1990,1,1,Andes,Preliminar,0,1.266,4.384,4.384,0,0,100,6.778,-76.2033,2.01454544067383,2.37454533576965,3,3,-0.518333005192991,-0.393291447494484,1.40094460215197,0.549092600413011,-0.359459947928793,-0.330807193312886,1.27420362025313,0.956457619618232,0.257972969881973,0.382672436407859,1.40678573974183,0.936469262574242,0.273858410608673,0.371137178622635,1.30503076398332,0.803100551659438,291.203173348633,236.461546367626,288.885637795028,222.334157637515
1/1/1990,11120040,"","",RIOSUCIO [11120040],Climática Ordinaria,Automática con Telemetría,Activa,Chocó,Riosucio (Choco),7.4394,-77.1153,8,9/14/1960 19:00,"",0,Caribe,Atrato - Darién,Río Sucio,1990,1,1,Pacifico,Preliminar,0,0.92,2.867,2.867,0,0,100,7.4394,-77.1153,0.581818163394928,0.800000011920929,1,1,-0.713178878634402,-0.381879917304131,1.65576749138312,0.228405053414913,-0.484260851833256,-0.259503460041308,1.36692569020982,0.305704062886147,-0.254799781295422,0.130410389559005,1.56365710224409,0.292449951139909,0.140846245700069,0.46029454028125,1.34663237347908,0.428415196201213,490.151482182735,325.779761795811,422.545719395551,283.358801676199
1/1/1990,11135030,"","",UNGUIA - AUT [11135030],Climática Principal,Automática con Telemetría,Activa,Chocó,Unguía,8.0367,-77.0879,14,9/23/2005 19:00,"",0,Caribe,Atrato - Darién,Río Tanela y otros Directos al Caribe,1990,1,1,Pacifico,Preliminar,0,0.072,2.055,2.055,0,0,100,8.0367,-77.0879,1.16363632678986,1.38181817531586,2,2,0.0903761406119211,0.501760550111809,1.45591447048088,0.390643772699975,0.162019691010964,0.438370360989706,1.31788963346501,0.46546344580187,-0.0810660695425618,0.0501199609053678,1.49117229579659,0.841313094781934,-0.201349848411922,-0.0902633654469882,1.40171530356807,0.694726242328683,299.636164379516,226.223236677519,359.567114620227,306.974824516139
1/1/1990,11150020,55,Preliminar,TANELA [11150020],Pluviométrica,Convencional,Activa,Chocó,Unguía,8.1629,-77.0404,2,11/15/1974,"",Canal Buena Espe,Caribe,Atrato - Darién,Río Tanela y otros Directos al Caribe,1990,1,1,Pacifico,Preliminar,55,3.046,8.267,8.267,0,0,100,8.1629,-77.0404,1.16363632678986,1.38181817531586,2,2,-0.351116506456278,-0.0917657126598392,1.09889182005974,0.210200119901097,-0.466225986185277,-0.18643642519941,1.38007621658802,0.226870437048765,0.174946291847106,0.377760647203365,1.13003883748693,0.474051609078313,0.142534194805947,0.626299436401553,1.45172137330629,0.374265793853679,327.480129199984,436.692356684776,301.998190555086,408.495277695802
1/1/1990,11150030,35,Preliminar,ACANDI [11150030],Pluviométrica,Convencional,Activa,Chocó,Acandí,8.5308,-77.2769,2,4/15/1980,"",Nuevo Presidente,Caribe,Atrato - Darién,Río Tolo y otros Directos al Caribe,1990,1,1,Pacifico,Preliminar,35,1.601,4.91,4.91,0,0,100,8.5308,-77.2769,0.574545443058014,0.800000011920929,1,1,0.172216448917199,0.33248642584316,0.943380943260575,0.513743361820581,0.154722385769447,0.347971504240061,1.31935076644672,0.567139544649526,0.421496913602037,0.492820242627685,1.0953463383997,0.738573929307921,0.202633451934174,0.370121720961002,1.39721585569572,0.71492750123311,206.547825393651,323.758786835599,208.673065136344,382.805913386118
1/1/1990,12010030,10,Preliminar,BARRANQUILLITA [12010030],Pluviométrica,Convencional,Activa,Antioquia,Chigorodó,7.57,-76.7,18,12/15/1974,"",0,Caribe,Caribe - Litoral,Río León,1990,1,1,Caribe,Preliminar,10,0.167,2.461,2.461,0,0,100,7.57,-76.7,1.77818179130554,2.86181807518005,3,5,-0.0010225768705403,0.351579749817144,1.22506959026828,0.271342976364184,-0.03317620215321,0.252160135021479,1.22454925832288,0.3234157616148,0.0649134003904511,0.19562553965719,1.21989980225866,0.57690101242834,0.0309136901879172,0.148955131479887,1.29297914411777,0.640814631780746,276.676228674505,280.324210003662,289.650412942099,358.348049335571
1/1/1990,12010060,"","",LORENA LA [12010060],Pluviométrica,Convencional,Activa,Antioquia,Apartadó,7.8631,-76.6892,10,7/15/1976,"",Magdalena,Caribe,Caribe - Litoral,Río León,1990,1,1,Caribe,Preliminar,"",3.751,9.39,9.39,0,0,100,7.8631,-76.6892,7.71272706985474,11.0581817626953,10,13,-0.162432516582584,0.105384493512817,1.37365053656106,0.358675021780036,-0.0469725320337153,0.173093457631375,1.24496965022928,0.406394976867951,0.189479006995711,0.463399478931527,1.34402999477576,0.499352895160378,0.262429641682102,0.58357382717379,1.31792296892752,0.480842738774828,307.950309413365,236.212634711691,277.324050688766,254.011772352576
1/1/1990,12010070,5.8,Definitivo,CASCO EL [12010070],Pluviométrica,Convencional,Activa,Antioquia,Apartadó,7.8844,-76.6478,18,7/15/1977,"",Lebrija,Caribe,Caribe - Litoral,Río León,1990,1,1,Caribe,Definitivo,5.8,0.299,2.353,0.597,99.701,0,0.299,7.8844,-76.6478,7.71272706985474,11.0581817626953,10,13,-0.168178583931531,0.100295122595839,1.0799909202714,0.25920732306159,-0.165852707467208,0.100467184749563,1.00771601795493,0.258384390089339,0.367751045140385,0.561764977576441,1.06852505046706,0.549452418160984,0.458331918938525,0.678856081726601,1.08025066978604,0.571245147204464,220.428882707089,208.938518131414,181.277817366896,167.443468187627
